prf,pop,age,zipx,zipy,tob,zip
1,66881,0,0,0,0,0
2,24695,1,0,0,0,0
3,63442,2,0,0,0,0
4,30727,3,0,0,0,0
5,30865,4,0,0,0,0
6,1865,1,0,0,1,0
7,10555,2,0,0,1,0
8,5345,3,0,0,1,0
9,5338,4,0,0,1,0
10,29805,0,19,-65,0,1
11,10653,1,19,-65,0,1
12,28007,2,19,-65,0,1
13,13443,3,19,-65,0,1
14,13421,4,19,-65,0,1
15,806,1,19,-65,1,1
16,4579,2,19,-65,1,1
17,2382,3,19,-65,1,1
18,2306,4,19,-65,1,1
19,41084,0,93,-72,0,2
20,14925,1,93,-72,0,2
21,39047,2,93,-72,0,2
22,18804,3,93,-72,0,2
23,18602,4,93,-72,0,2
24,1121,1,93,-72,1,2
25,6439,2,93,-72,1,2
26,3284,3,93,-72,1,2
27,3257,4,93,-72,1,2
28,30134,0,68,-2,0,3
29,11047,1,68,-2,0,3
30,28810,2,68,-2,0,3
31,13928,3,68,-2,0,3
32,13656,4,68,-2,0,3
33,796,1,68,-2,1,3
34,4761,2,68,-2,1,3
35,2411,3,68,-2,1,3
36,2458,4,68,-2,1,3
37,17320,0,48,47,0,4
38,6358,1,48,47,0,4
39,16463,2,48,47,0,4
40,7915,3,48,47,0,4
41,7920,4,48,47,0,4
42,482,1,48,47,1,4
43,2778,2,48,47,1,4
44,1428,3,48,47,1,4
45,1387,4,48,47,1,4
46,25939,0,-88,59,0,5
47,9588,1,-88,59,0,5
48,24899,2,-88,59,0,5
49,11944,3,-88,59,0,5
50,11775,4,-88,59,0,5
51,712,1,-88,59,1,5
52,3927,2,-88,59,1,5
53,2090,3,-88,59,1,5
54,2009,4,-88,59,1,5
55,12763,0,19,-119,0,6
56,4592,1,19,-119,0,6
57,12018,2,19,-119,0,6
58,5848,3,19,-119,0,6
59,5847,4,19,-119,0,6
60,322,1,19,-119,1,6
61,1964,2,19,-119,1,6
62,989,3,19,-119,1,6
63,1044,4,19,-119,1,6
