prf,pop,age,zipx,zipy,tob,zip
1,77350,0,0,0,0,0
2,28429,1,0,0,0,0
3,73975,2,0,0,0,0
4,35505,3,0,0,0,0
5,35432,4,0,0,0,0
6,2068,1,0,0,1,0
7,12185,2,0,0,1,0
8,6270,3,0,0,1,0
9,6221,4,0,0,1,0
10,44279,0,7,67,0,1
11,16137,1,7,67,0,1
12,42174,2,7,67,0,1
13,20212,3,7,67,0,1
14,20084,4,7,67,0,1
15,1258,1,7,67,1,1
16,6818,2,7,67,1,1
17,3600,3,7,67,1,1
18,3660,4,7,67,1,1
19,27102,0,22,-85,0,2
20,10060,1,22,-85,0,2
21,25843,2,22,-85,0,2
22,12500,3,22,-85,0,2
23,12307,4,22,-85,0,2
24,761,1,22,-85,1,2
25,4138,2,22,-85,1,2
26,2202,3,22,-85,1,2
27,2141,4,22,-85,1,2
28,38855,0,56,-24,0,3
29,14253,1,56,-24,0,3
30,36902,2,56,-24,0,3
31,17560,3,56,-24,0,3
32,17688,4,56,-24,0,3
33,1028,1,56,-24,1,3
34,6041,2,56,-24,1,3
35,3174,3,56,-24,1,3
36,3104,4,56,-24,1,3
37,18522,0,59,54,0,4
38,6808,1,59,54,0,4
39,17728,2,59,54,0,4
40,8528,3,59,54,0,4
41,8587,4,59,54,0,4
42,505,1,59,54,1,4
43,2924,2,59,54,1,4
44,1439,3,59,54,1,4
45,1452,4,59,54,1,4
46,16990,0,-118,-17,0,5
47,6326,1,-118,-17,0,5
48,16474,2,-118,-17,0,5
49,7672,3,-118,-17,0,5
50,7656,4,-118,-17,0,5
51,453,1,-118,-17,1,5
52,2776,2,-118,-17,1,5
53,1371,3,-118,-17,1,5
54,1391,4,-118,-17,1,5
55,27491,0,-88,72,0,6
56,10116,1,-88,72,0,6
57,26177,2,-88,72,0,6
58,12442,3,-88,72,0,6
59,12699,4,-88,72,0,6
60,720,1,-88,72,1,6
61,4257,2,-88,72,1,6
62,2115,3,-88,72,1,6
63,2147,4,-88,72,1,6
64,15635,0,-55,-9,0,7
65,5758,1,-55,-9,0,7
66,14797,2,-55,-9,0,7
67,7164,3,-55,-9,0,7
68,7082,4,-55,-9,0,7
69,441,1,-55,-9,1,7
70,2427,2,-55,-9,1,7
71,1243,3,-55,-9,1,7
72,1249,4,-55,-9,1,7
73,13029,0,89,105,0,8
74,4884,1,89,105,0,8
75,12702,2,89,105,0,8
76,5985,3,89,105,0,8
77,6040,4,89,105,0,8
78,344,1,89,105,1,8
79,2049,2,89,105,1,8
80,1001,3,89,105,1,8
81,1088,4,89,105,1,8
