prf,pop,age,zipx,zipy,tob,zip
1,51407,0,0,0,0,0
2,18749,1,0,0,0,0
3,48566,2,0,0,0,0
4,23326,3,0,0,0,0
5,23506,4,0,0,0,0
6,1437,1,0,0,1,0
7,7949,2,0,0,1,0
8,4019,3,0,0,1,0
9,4169,4,0,0,1,0
10,28796,0,7,-54,0,1
11,10631,1,7,-54,0,1
12,27383,2,7,-54,0,1
13,12973,3,7,-54,0,1
14,13271,4,7,-54,0,1
15,822,1,7,-54,1,1
16,4354,2,7,-54,1,1
17,2274,3,7,-54,1,1
18,2365,4,7,-54,1,1
19,24939,0,75,34,0,2
20,9053,1,75,34,0,2
21,23596,2,75,34,0,2
22,11509,3,75,34,0,2
23,11210,4,75,34,0,2
24,711,1,75,34,1,2
25,3819,2,75,34,1,2
26,1936,3,75,34,1,2
27,2027,4,75,34,1,2
28,20350,0,-7,71,0,3
29,7201,1,-7,71,0,3
30,19086,2,-7,71,0,3
31,9252,3,-7,71,0,3
32,8986,4,-7,71,0,3
33,561,1,-7,71,1,3
34,3125,2,-7,71,1,3
35,1678,3,-7,71,1,3
36,1583,4,-7,71,1,3
37,14946,0,-34,-99,0,4
38,5388,1,-34,-99,0,4
39,14211,2,-34,-99,0,4
40,6883,3,-34,-99,0,4
41,6843,4,-34,-99,0,4
42,455,1,-34,-99,1,4
43,2252,2,-34,-99,1,4
44,1227,3,-34,-99,1,4
45,1176,4,-34,-99,1,4
