ann,ser1,ser2,ser3,ser4,ser5,ser6,num_ser,zip
5353005,0,0,1,0,0,0,1,0
5703193,0,0,1,0,0,0,1,4
5002807,0,0,1,0,0,0,1,3
5302976,0,0,1,0,0,0,1,0
5553113,0,0,1,0,0,0,1,4
4452500,0,0,1,0,0,0,1,5
5252951,0,0,1,0,0,0,1,1
5553113,0,0,1,0,0,0,1,5
4902760,0,0,1,0,0,0,1,2
5553113,0,0,1,0,0,0,1,1
5152899,0,0,1,0,0,0,1,1
6153453,0,0,1,0,0,0,1,1
5703193,0,0,1,0,0,0,1,0
198105,0,0,0,0,0,1,1,0
194367,0,0,0,0,0,1,1,0
170072,0,0,0,0,0,1,1,5
156989,0,0,0,0,0,1,1,5
173810,0,0,0,0,0,1,1,4
185023,0,0,0,0,0,1,1,2
168203,0,0,0,0,0,1,1,0
170072,0,0,0,0,0,1,1,0
151382,0,0,0,0,0,1,1,1
171941,0,0,0,0,0,1,1,1
181286,0,0,0,0,0,1,1,1
162596,0,0,0,0,0,1,1,3
190630,0,0,0,0,0,1,1,1
185023,0,0,0,0,0,1,1,0
166334,0,0,0,0,0,1,1,1
183154,0,0,0,0,0,1,1,5
160727,0,0,0,0,0,1,1,4
164465,0,0,0,0,0,1,1,1
160727,0,0,0,0,0,1,1,4
188761,0,0,0,0,0,1,1,0
211188,0,0,0,0,0,1,1,1
173810,0,0,0,0,0,1,1,0
155120,0,0,0,0,0,1,1,3
192499,0,0,0,0,0,1,1,2
175680,0,0,0,0,0,1,1,4
186892,0,0,0,0,0,1,1,0
179416,0,0,0,0,0,1,1,4
186892,0,0,0,0,0,1,1,0
121036,1,0,0,0,0,0,1,0
107701,1,0,0,0,0,0,1,4
108726,1,0,0,0,0,0,1,4
113858,1,0,0,0,0,0,1,0
120010,1,0,0,0,0,0,1,0
98466,1,0,0,0,0,0,1,2
100521,1,0,0,0,0,0,1,0
107701,1,0,0,0,0,0,1,1
103596,1,0,0,0,0,0,1,4
103596,1,0,0,0,0,0,1,3
114883,1,0,0,0,0,0,1,0
94366,1,0,0,0,0,0,1,1
88211,1,0,0,0,0,0,1,0
121036,1,0,0,0,0,0,1,4
107701,1,0,0,0,0,0,1,3
86161,1,0,0,0,0,0,1,3
105651,1,0,0,0,0,0,1,4
113858,1,0,0,0,0,0,1,4
112828,1,0,0,0,0,0,1,5
111804,1,0,0,0,0,0,1,1
107701,1,0,0,0,0,0,1,1
118983,1,0,0,0,0,0,1,0
104627,1,0,0,0,0,0,1,5
105651,1,0,0,0,0,0,1,1
108726,1,0,0,0,0,0,1,0
114883,1,0,0,0,0,0,1,2
107701,1,0,0,0,0,0,1,0
98466,1,0,0,0,0,0,1,0
112828,1,0,0,0,0,0,1,4
111804,1,0,0,0,0,0,1,0
95393,1,0,0,0,0,0,1,4
100521,1,0,0,0,0,0,1,3
103596,1,0,0,0,0,0,1,4
117956,1,0,0,0,0,0,1,1
105651,1,0,0,0,0,0,1,1
99496,1,0,0,0,0,0,1,3
105651,1,0,0,0,0,0,1,0
91290,1,0,0,0,0,0,1,2
115907,1,0,0,0,0,0,1,0
116932,1,0,0,0,0,0,1,0
120010,1,0,0,0,0,0,1,0
112828,1,0,0,0,0,0,1,0
104627,1,0,0,0,0,0,1,5
103596,1,0,0,0,0,0,1,1
110780,1,0,0,0,0,0,1,2
95393,1,0,0,0,0,0,1,4
107701,1,0,0,0,0,0,1,0
112828,1,0,0,0,0,0,1,4
89236,1,0,0,0,0,0,1,4
103596,1,0,0,0,0,0,1,4
106674,1,0,0,0,0,0,1,0
113858,1,0,0,0,0,0,1,1
107701,1,0,0,0,0,0,1,3
101544,1,0,0,0,0,0,1,5
114883,1,0,0,0,0,0,1,1
108726,1,0,0,0,0,0,1,1
116932,1,0,0,0,0,0,1,0
105651,1,0,0,0,0,0,1,1
99496,1,0,0,0,0,0,1,5
109753,1,0,0,0,0,0,1,0
87187,1,0,0,0,0,0,1,5
107701,1,0,0,0,0,0,1,0
101544,1,0,0,0,0,0,1,1
110780,1,0,0,0,0,0,1,0
116932,1,0,0,0,0,0,1,0
100521,1,0,0,0,0,0,1,1
97442,1,0,0,0,0,0,1,0
102572,1,0,0,0,0,0,1,2
106674,1,0,0,0,0,0,1,3
94366,1,0,0,0,0,0,1,1
106674,1,0,0,0,0,0,1,1
104627,1,0,0,0,0,0,1,4
109753,1,0,0,0,0,0,1,1
115907,1,0,0,0,0,0,1,2
115907,1,0,0,0,0,0,1,2
105651,1,0,0,0,0,0,1,4
111804,1,0,0,0,0,0,1,4
105651,1,0,0,0,0,0,1,0
88211,1,0,0,0,0,0,1,1
114883,1,0,0,0,0,0,1,1
111804,1,0,0,0,0,0,1,0
110780,1,0,0,0,0,0,1,0
113858,1,0,0,0,0,0,1,0
111804,1,0,0,0,0,0,1,0
99496,1,0,0,0,0,0,1,0
105651,1,0,0,0,0,0,1,0
115907,1,0,0,0,0,0,1,0
112828,1,0,0,0,0,0,1,0
113858,1,0,0,0,0,0,1,0
101544,1,0,0,0,0,0,1,3
105651,1,0,0,0,0,0,1,0
14073758,1,1,1,1,1,1,6,2
12018948,1,1,1,1,1,1,6,5
14000461,1,1,1,1,1,1,6,1
8891809,0,0,1,1,1,1,4,0
15104720,1,1,1,1,1,1,6,0
8335657,1,0,1,1,1,1,5,5
9531149,1,0,1,1,1,1,5,0
9147021,1,0,1,1,1,1,5,3
9043279,1,0,1,1,1,1,5,0
9315618,1,0,1,1,1,1,5,4
8289642,1,0,1,1,1,1,5,0
8573009,1,0,1,1,1,1,5,1
8938153,1,0,1,1,1,1,5,4
9290169,1,0,1,1,1,1,5,0
8969588,1,0,1,1,1,1,5,3
8142955,0,0,1,1,1,1,4,3
9068449,1,0,1,1,1,1,5,5
740343,0,0,0,1,0,1,2,4
766508,0,0,0,1,0,1,2,0
806436,0,0,0,1,0,1,2,4
763341,0,0,0,1,0,1,2,4
819672,0,0,0,1,0,1,2,3
703274,0,0,0,1,0,1,2,1
774974,0,0,0,1,0,1,2,0
797245,0,0,0,1,0,1,2,0
687750,0,0,0,1,0,1,2,5
768795,0,0,0,1,0,1,2,0
766353,0,0,0,1,0,1,2,1
766925,0,0,0,1,0,1,2,4
858458,0,0,0,1,0,1,2,3
680274,0,0,0,1,0,1,2,1
858458,0,0,0,1,0,1,2,2
833172,0,0,0,1,0,1,2,4
806436,0,0,0,1,0,1,2,0
762616,0,0,0,1,0,1,2,3
765782,0,0,0,1,0,1,2,3
818529,0,0,0,1,0,1,2,2
835766,0,0,0,1,0,1,2,1
751555,0,0,0,1,0,1,2,3
719213,0,0,0,1,0,1,2,0
767651,0,0,0,1,0,1,2,4
789352,0,0,0,1,0,1,2,1
818945,0,0,0,1,0,1,2,0
795793,0,0,0,1,0,1,2,0
856015,0,0,0,1,0,1,2,0
758152,0,0,0,1,0,1,2,0
834470,0,0,0,1,0,1,2,4
712464,0,0,0,1,0,1,2,2
850982,0,0,0,1,0,1,2,1
822839,0,0,0,1,0,1,2,0
819518,0,0,0,1,0,1,2,0
837326,0,0,0,1,0,1,2,0
881872,0,0,0,1,0,1,2,0
867230,0,0,0,1,0,1,2,1
799115,0,0,0,1,0,1,2,0
658881,0,0,0,1,0,1,2,0
852851,0,0,0,1,0,1,2,4
808876,0,0,0,1,0,1,2,5
893812,0,0,0,1,0,1,2,4
740498,0,0,0,1,0,1,2,1
903574,0,0,0,1,0,1,2,1
649954,0,0,0,1,0,1,2,4
767651,0,0,0,1,0,1,2,5
844385,0,0,0,1,0,1,2,0
789770,0,0,0,1,0,1,2,1
677263,0,0,0,1,0,1,2,0
804149,0,0,0,1,0,1,2,5
789043,0,0,0,1,0,1,2,1
781151,0,0,0,1,0,1,2,0
848541,0,0,0,1,0,1,2,1
827981,0,0,0,1,0,1,2,3
729284,0,0,0,1,0,1,2,0
771388,0,0,0,1,0,1,2,4
746522,0,0,0,1,0,1,2,0
849266,0,0,0,1,0,1,2,1
650526,0,0,0,1,0,1,2,0
741640,0,0,0,1,0,1,2,4
909181,0,0,0,1,0,1,2,2
765782,0,0,0,1,0,1,2,4
771960,0,0,0,1,0,1,2,2
735463,0,0,0,1,0,1,2,1
804149,0,0,0,1,0,1,2,0
836909,0,0,0,1,0,1,2,0
731726,0,0,0,1,0,1,2,0
826421,0,0,0,1,0,1,2,3
847397,0,0,0,1,0,1,2,1
785461,0,0,0,1,0,1,2,3
732450,0,0,0,1,0,1,2,0
798543,0,0,0,1,0,1,2,0
817077,0,0,0,1,0,1,2,5
823673,0,0,0,1,0,1,2,0
840647,0,0,0,1,0,1,2,0
856171,0,0,0,1,0,1,2,0
810899,0,0,0,1,0,1,2,3
763341,0,0,0,1,0,1,2,4
797245,0,0,0,1,0,1,2,1
889348,0,0,0,1,0,1,2,0
883171,0,0,0,1,0,1,2,0
758306,0,0,0,1,0,1,2,0
786186,0,0,0,1,0,1,2,0
841065,0,0,0,1,0,1,2,0
727416,0,0,0,1,0,1,2,4
810174,0,0,0,1,0,1,2,0
787900,0,0,0,1,0,1,2,0
830732,0,0,0,1,0,1,2,0
789198,0,0,0,1,0,1,2,3
820244,0,0,0,1,0,1,2,0
762045,0,0,0,1,0,1,2,4
864635,0,0,0,1,0,1,2,1
792364,0,0,0,1,0,1,2,3
784163,0,0,0,1,0,1,2,1
856171,0,0,0,1,0,1,2,0
728713,0,0,0,1,0,1,2,0
723831,0,0,0,1,0,1,2,0
813338,0,0,0,1,0,1,2,4
826994,0,0,0,1,0,1,2,0
732140,0,0,0,1,0,1,2,4
750830,0,0,0,1,0,1,2,0
807887,0,0,0,1,0,1,2,0
761473,0,0,0,1,0,1,2,0
784888,0,0,0,1,0,1,2,0
775543,0,0,0,1,0,1,2,1
768223,0,0,0,1,0,1,2,0
701976,0,0,0,1,0,1,2,1
747818,0,0,0,1,0,1,2,5
824970,0,0,0,1,0,1,2,0
753271,0,0,0,1,0,1,2,0
851707,0,0,0,1,0,1,2,2
838778,0,0,0,1,0,1,2,0
836339,0,0,0,1,0,1,2,2
711321,0,0,0,1,0,1,2,0
763759,0,0,0,1,0,1,2,0
828863,0,0,0,1,0,1,2,0
838625,0,0,0,1,0,1,2,1
770663,0,0,0,1,0,1,2,0
782448,0,0,0,1,0,1,2,4
796674,0,0,0,1,0,1,2,0
813338,0,0,0,1,0,1,2,0
724820,0,0,0,1,0,1,2,4
787174,0,0,0,1,0,1,2,1
718643,0,0,0,1,0,1,2,5
662311,0,0,0,1,0,1,2,3
868945,0,0,0,1,0,1,2,4
720665,0,0,0,1,0,1,2,0
764484,0,0,0,1,0,1,2,4
859028,0,0,0,1,0,1,2,1
778139,0,0,0,1,0,1,2,0
866087,0,0,0,1,0,1,2,3
830732,0,0,0,1,0,1,2,0
744235,0,0,0,1,0,1,2,1
848123,0,0,0,1,0,1,2,4
779435,0,0,0,1,0,1,2,1
702548,0,0,0,1,0,1,2,0
888777,0,0,0,1,0,1,2,0
855291,0,0,0,1,0,1,2,0
906014,0,0,0,1,0,1,2,3
768223,0,0,0,1,0,1,2,0
817650,0,0,0,1,0,1,2,1
768223,0,0,0,1,0,1,2,4
786186,0,0,0,1,0,1,2,1
809184,0,0,0,1,0,1,2,0
780580,0,0,0,1,0,1,2,1
768795,0,0,0,1,0,1,2,5
691644,0,0,0,1,0,1,2,5
