0,0,131,0,0,0
0,0,155,0,0,0
0,0,143,0,0,0
0,0,65,0,0,0
0,0,0,0,0,156
0,0,0,0,0,158
0,0,0,0,0,155
0,0,0,0,0,165
0,0,0,0,0,94
0,0,0,0,0,190
0,0,0,0,0,143
0,0,0,0,0,151
0,0,0,0,0,146
172,0,0,0,0,0
143,0,0,0,0,0
136,0,0,0,0,0
146,0,0,0,0,0
119,0,0,0,0,0
181,0,0,0,0,0
133,0,0,0,0,0
165,0,0,0,0,0
108,0,0,0,0,0
199,0,0,0,0,0
190,0,0,0,0,0
177,0,0,0,0,0
131,0,0,0,0,0
162,0,0,0,0,0
32,0,0,0,0,0
119,0,0,0,0,0
144,0,0,0,0,0
115,0,0,0,0,0
166,0,0,0,0,0
175,0,0,0,0,0
165,0,0,0,0,0
168,0,0,0,0,0
141,0,0,0,0,0
185,0,0,0,0,0
161,0,0,0,0,0
151,0,0,0,0,0
171,0,0,0,0,0
64,0,0,0,0,0
111,0,0,0,0,0
145,0,0,0,0,0
40,83,47,59,10,39
150,108,98,188,147,181
141,93,118,154,140,134
175,0,140,171,130,164
172,0,165,199,191,206
139,133,138,117,118,169
0,0,0,109,0,84
0,0,0,160,0,190
0,0,0,99,0,87
0,0,0,175,0,175
0,0,0,182,0,165
0,0,0,180,0,218
0,0,0,189,0,178
0,0,0,154,0,186
0,0,0,166,0,224
0,0,0,166,0,199
0,0,0,191,0,207
0,0,0,180,0,199
0,0,0,215,0,222
0,0,0,177,0,188
0,0,0,160,0,148
0,0,0,148,0,136
0,0,0,90,0,96
0,0,0,147,0,140
0,0,0,214,0,194
0,0,0,222,0,181
0,0,0,165,0,188
0,0,0,159,0,188
0,0,0,217,0,183
0,0,0,184,0,179
0,0,0,161,0,159
0,0,0,124,0,147
0,0,0,251,0,214
0,0,0,216,0,200
0,0,0,35,0,38
0,0,0,180,0,156
0,0,0,173,0,165
0,0,0,124,0,145
0,0,0,60,0,70
0,0,0,175,0,136
0,0,0,157,0,140
0,0,0,212,0,228
0,0,0,203,0,170
0,0,0,163,0,182
0,0,0,153,0,154
0,0,0,182,0,213
0,0,0,188,0,205
0,0,0,111,0,113
0,0,0,157,0,201
0,0,0,218,0,221
0,0,0,170,0,149
0,0,0,118,0,77
0,0,0,158,0,168
0,0,0,154,0,167
0,0,0,158,0,158
0,0,0,195,0,196
0,0,0,111,0,144
0,0,0,218,0,207
0,0,0,163,0,183
0,0,0,80,0,67
0,0,0,99,0,61
0,0,0,173,0,180
0,0,0,194,0,209
0,0,0,197,0,183
0,0,0,155,0,167
0,0,0,211,0,199
0,0,0,191,0,202
0,0,0,157,0,190
0,0,0,226,0,186
0,0,0,192,0,220
0,0,0,167,0,172
0,0,0,154,0,125
0,0,0,206,0,194
0,0,0,194,0,178
0,0,0,184,0,225
0,0,0,138,0,140
0,0,0,26,0,37
0,0,0,74,0,78
0,0,0,165,0,168
0,0,0,152,0,154
0,0,0,193,0,213
0,0,0,171,0,189
0,0,0,132,0,161
0,0,0,186,0,172
0,0,0,132,0,120
0,0,0,202,0,212
0,0,0,180,0,182
0,0,0,188,0,214
0,0,0,162,0,155
0,0,0,227,0,206
0,0,0,160,0,202
0,0,0,212,0,198
0,0,0,172,0,187
0,0,0,202,0,190
0,0,0,121,0,95
0,0,0,157,0,159
0,0,0,203,0,191
0,0,0,187,0,167
0,0,0,91,0,116
0,0,0,162,0,122
-1
0,0,168,0,0,0
0,0,203,0,0,0
0,0,192,0,0,0
0,0,122,0,0,0
0,0,0,0,0,171
0,0,0,0,0,175
0,0,0,0,0,137
0,0,0,0,0,192
0,0,0,0,0,121
0,0,0,0,0,222
0,0,0,0,0,158
0,0,0,0,0,152
0,0,0,0,0,142
159,0,0,0,0,0
112,0,0,0,0,0
74,0,0,0,0,0
105,0,0,0,0,0
114,0,0,0,0,0
225,0,0,0,0,0
113,0,0,0,0,0
136,0,0,0,0,0
152,0,0,0,0,0
194,0,0,0,0,0
184,0,0,0,0,0
184,0,0,0,0,0
132,0,0,0,0,0
130,0,0,0,0,0
57,0,0,0,0,0
124,0,0,0,0,0
130,0,0,0,0,0
74,0,0,0,0,0
171,0,0,0,0,0
158,0,0,0,0,0
177,0,0,0,0,0
128,0,0,0,0,0
139,0,0,0,0,0
178,0,0,0,0,0
143,0,0,0,0,0
137,0,0,0,0,0
181,0,0,0,0,0
88,0,0,0,0,0
97,0,0,0,0,0
147,0,0,0,0,0
73,161,110,115,10,72
159,155,142,241,152,226
139,134,170,167,136,124
190,0,194,180,92,166
152,0,216,209,193,225
144,191,199,95,97,208
0,0,0,186,0,131
0,0,0,158,0,221
0,0,0,142,0,115
0,0,0,189,0,189
0,0,0,218,0,182
0,0,0,177,0,259
0,0,0,189,0,165
0,0,0,153,0,222
0,0,0,146,0,273
0,0,0,138,0,209
0,0,0,178,0,212
0,0,0,200,0,241
0,0,0,230,0,244
0,0,0,194,0,218
0,0,0,180,0,154
0,0,0,145,0,119
0,0,0,67,0,80
0,0,0,144,0,128
0,0,0,274,0,230
0,0,0,252,0,165
0,0,0,146,0,193
0,0,0,155,0,218
0,0,0,280,0,207
0,0,0,199,0,190
0,0,0,159,0,154
0,0,0,117,0,167
0,0,0,306,0,227
0,0,0,255,0,220
0,0,0,63,0,71
0,0,0,209,0,157
0,0,0,184,0,168
0,0,0,140,0,185
0,0,0,80,0,101
0,0,0,181,0,96
0,0,0,173,0,138
0,0,0,224,0,258
0,0,0,228,0,156
0,0,0,187,0,227
0,0,0,179,0,182
0,0,0,205,0,271
0,0,0,171,0,207
0,0,0,144,0,148
0,0,0,151,0,246
0,0,0,237,0,243
0,0,0,179,0,133
0,0,0,173,0,86
0,0,0,175,0,198
0,0,0,152,0,180
0,0,0,145,0,145
0,0,0,187,0,188
0,0,0,120,0,192
0,0,0,235,0,212
0,0,0,163,0,207
0,0,0,123,0,95
0,0,0,164,0,83
0,0,0,153,0,169
0,0,0,184,0,217
0,0,0,213,0,184
0,0,0,169,0,195
0,0,0,268,0,240
0,0,0,178,0,201
0,0,0,150,0,222
0,0,0,300,0,213
0,0,0,181,0,241
0,0,0,165,0,174
0,0,0,176,0,114
0,0,0,211,0,185
0,0,0,230,0,196
0,0,0,193,0,282
0,0,0,133,0,137
0,0,0,67,0,91
0,0,0,134,0,142
0,0,0,199,0,206
0,0,0,154,0,159
0,0,0,182,0,225
0,0,0,173,0,211
0,0,0,128,0,192
0,0,0,190,0,160
0,0,0,198,0,171
0,0,0,202,0,222
0,0,0,168,0,174
0,0,0,195,0,251
0,0,0,171,0,155
0,0,0,255,0,210
0,0,0,158,0,248
0,0,0,224,0,193
0,0,0,152,0,183
0,0,0,234,0,207
0,0,0,156,0,100
0,0,0,158,0,164
0,0,0,227,0,200
0,0,0,199,0,156
0,0,0,109,0,162
0,0,0,176,0,89
-1
0,0,205,0,0,0
0,0,251,0,0,0
0,0,242,0,0,0
0,0,180,0,0,0
0,0,0,0,0,187
0,0,0,0,0,193
0,0,0,0,0,121
0,0,0,0,0,219
0,0,0,0,0,149
0,0,0,0,0,255
0,0,0,0,0,174
0,0,0,0,0,154
0,0,0,0,0,138
148,0,0,0,0,0
82,0,0,0,0,0
13,0,0,0,0,0
