ann,ser1,ser2,ser3,ser4,ser5,ser6,num_ser,zip
5670933,0,0,1,0,0,0,1,3
4918167,0,0,1,0,0,0,1,2
5369827,0,0,1,0,0,0,1,1
5570563,0,0,1,0,0,0,1,0
4817787,0,0,1,0,0,0,1,3
5470202,0,0,1,0,0,0,1,0
4617046,0,0,1,0,0,0,1,2
5470202,0,0,1,0,0,0,1,0
5118899,0,0,1,0,0,0,1,0
152167,0,0,0,0,0,1,1,0
182227,0,0,0,0,0,1,1,4
182227,0,0,0,0,0,1,1,2
170954,0,0,0,0,0,1,1,3
185983,0,0,0,0,0,1,1,4
170954,0,0,0,0,0,1,1,0
184104,0,0,0,0,0,1,1,0
174712,0,0,0,0,0,1,1,0
169076,0,0,0,0,0,1,1,1
180347,0,0,0,0,0,1,1,1
155925,0,0,0,0,0,1,1,3
187862,0,0,0,0,0,1,1,3
172833,0,0,0,0,0,1,1,0
176591,0,0,0,0,0,1,1,2
187862,0,0,0,0,0,1,1,2
176591,0,0,0,0,0,1,1,3
155925,0,0,0,0,0,1,1,1
140896,0,0,0,0,0,1,1,0
180347,0,0,0,0,0,1,1,0
116276,1,0,0,0,0,0,1,0
98623,1,0,0,0,0,0,1,1
116276,1,0,0,0,0,0,1,1
112123,1,0,0,0,0,0,1,2
100702,1,0,0,0,0,0,1,1
110044,1,0,0,0,0,0,1,3
104852,1,0,0,0,0,0,1,1
102775,1,0,0,0,0,0,1,1
115239,1,0,0,0,0,0,1,0
110044,1,0,0,0,0,0,1,0
96550,1,0,0,0,0,0,1,4
105895,1,0,0,0,0,0,1,1
106932,1,0,0,0,0,0,1,0
109007,1,0,0,0,0,0,1,0
89281,1,0,0,0,0,0,1,2
99660,1,0,0,0,0,0,1,1
106932,1,0,0,0,0,0,1,1
114196,1,0,0,0,0,0,1,0
103815,1,0,0,0,0,0,1,3
115239,1,0,0,0,0,0,1,0
111083,1,0,0,0,0,0,1,0
99660,1,0,0,0,0,0,1,0
102775,1,0,0,0,0,0,1,3
118349,1,0,0,0,0,0,1,2
99660,1,0,0,0,0,0,1,2
109007,1,0,0,0,0,0,1,2
84088,1,0,0,0,0,0,1,3
103815,1,0,0,0,0,0,1,0
106932,1,0,0,0,0,0,1,3
98623,1,0,0,0,0,0,1,0
106932,1,0,0,0,0,0,1,2
107967,1,0,0,0,0,0,1,0
102775,1,0,0,0,0,0,1,0
105895,1,0,0,0,0,0,1,4
98623,1,0,0,0,0,0,1,3
105895,1,0,0,0,0,0,1,2
98623,1,0,0,0,0,0,1,2
104852,1,0,0,0,0,0,1,0
90318,1,0,0,0,0,0,1,3
113159,1,0,0,0,0,0,1,0
106932,1,0,0,0,0,0,1,4
96550,1,0,0,0,0,0,1,2
105895,1,0,0,0,0,0,1,3
104852,1,0,0,0,0,0,1,0
104852,1,0,0,0,0,0,1,1
98623,1,0,0,0,0,0,1,0
109007,1,0,0,0,0,0,1,0
106932,1,0,0,0,0,0,1,4
99660,1,0,0,0,0,0,1,0
107967,1,0,0,0,0,0,1,1
101739,1,0,0,0,0,0,1,1
97588,1,0,0,0,0,0,1,3
100702,1,0,0,0,0,0,1,2
102775,1,0,0,0,0,0,1,1
104852,1,0,0,0,0,0,1,2
98623,1,0,0,0,0,0,1,1
107967,1,0,0,0,0,0,1,1
104852,1,0,0,0,0,0,1,1
104852,1,0,0,0,0,0,1,0
99660,1,0,0,0,0,0,1,1
10271340,1,1,1,1,1,1,6,3
11890395,1,1,1,1,1,1,6,0
11690645,1,1,1,1,1,1,6,0
8342246,1,0,1,1,1,1,5,1
8858448,1,0,1,1,1,1,5,3
10200415,1,1,1,1,1,1,6,1
9060866,1,0,1,1,1,1,5,0
7949760,1,0,1,1,1,1,5,3
8627517,1,0,1,1,1,1,5,3
10365546,1,1,1,1,1,1,6,1
10530355,0,1,1,1,1,1,5,0
778013,0,0,0,1,0,1,2,0
753006,0,0,0,1,0,1,2,0
804187,0,0,0,1,0,1,2,4
821677,0,0,0,1,0,1,2,0
767453,0,0,0,1,0,1,2,1
762400,0,0,0,1,0,1,2,1
655371,0,0,0,1,0,1,2,0
825892,0,0,0,1,0,1,2,0
791036,0,0,0,1,0,1,2,1
768163,0,0,0,1,0,1,2,1
731302,0,0,0,1,0,1,2,0
751256,0,0,0,1,0,1,2,3
786237,0,0,0,1,0,1,2,1
752550,0,0,0,1,0,1,2,2
868260,0,0,0,1,0,1,2,1
748082,0,0,0,1,0,1,2,0
789285,0,0,0,1,0,1,2,0
820382,0,0,0,1,0,1,2,0
678371,0,0,0,1,0,1,2,1
826603,0,0,0,1,0,1,2,1
816753,0,0,0,1,0,1,2,3
781770,0,0,0,1,0,1,2,1
790579,0,0,0,1,0,1,2,2
792914,0,0,0,1,0,1,2,0
751839,0,0,0,1,0,1,2,0
850897,0,0,0,1,0,1,2,0
764279,0,0,0,1,0,1,2,1
690939,0,0,0,1,0,1,2,1
685886,0,0,0,1,0,1,2,1
768035,0,0,0,1,0,1,2,4
846556,0,0,0,1,0,1,2,2
757475,0,0,0,1,0,1,2,1
700204,0,0,0,1,0,1,2,0
776845,0,0,0,1,0,1,2,0
817211,0,0,0,1,0,1,2,0
705839,0,0,0,1,0,1,2,0
793624,0,0,0,1,0,1,2,2
743741,0,0,0,1,0,1,2,2
765573,0,0,0,1,0,1,2,0
716401,0,0,0,1,0,1,2,1
795377,0,0,0,1,0,1,2,4
805352,0,0,0,1,0,1,2,1
715817,0,0,0,1,0,1,2,1
801013,0,0,0,1,0,1,2,1
769458,0,0,0,1,0,1,2,3
735772,0,0,0,1,0,1,2,3
746331,0,0,0,1,0,1,2,1
729295,0,0,0,1,0,1,2,2
801013,0,0,0,1,0,1,2,2
748338,0,0,0,1,0,1,2,0
779180,0,0,0,1,0,1,2,4
834700,0,0,0,1,0,1,2,0
750087,0,0,0,1,0,1,2,1
743613,0,0,0,1,0,1,2,0
812741,0,0,0,1,0,1,2,1
763111,0,0,0,1,0,1,2,3
798551,0,0,0,1,0,1,2,1
802435,0,0,0,1,0,1,2,2
767453,0,0,0,1,0,1,2,0
810990,0,0,0,1,0,1,2,0
730136,0,0,0,1,0,1,2,0
790452,0,0,0,1,0,1,2,3
786821,0,0,0,1,0,1,2,1
684007,0,0,0,1,0,1,2,3
820382,0,0,0,1,0,1,2,3
773673,0,0,0,1,0,1,2,0
747499,0,0,0,1,0,1,2,2
758186,0,0,0,1,0,1,2,2
728257,0,0,0,1,0,1,2,4
785400,0,0,0,1,0,1,2,0
768620,0,0,0,1,0,1,2,1
799260,0,0,0,1,0,1,2,0
795048,0,0,0,1,0,1,2,2
789868,0,0,0,1,0,1,2,1
808654,0,0,0,1,0,1,2,0
773088,0,0,0,1,0,1,2,2
800429,0,0,0,1,0,1,2,0
821550,0,0,0,1,0,1,2,4
735643,0,0,0,1,0,1,2,2
779308,0,0,0,1,0,1,2,0
707007,0,0,0,1,0,1,2,3
830359,0,0,0,1,0,1,2,3
755596,0,0,0,1,0,1,2,3
670857,0,0,0,1,0,1,2,2
762984,0,0,0,1,0,1,2,1
712643,0,0,0,1,0,1,2,2
792457,0,0,0,1,0,1,2,0
767579,0,0,0,1,0,1,2,0
810533,0,0,0,1,0,1,2,0
