annual_cost,services
5985874,0,0,1,0,0,0
5269627,0,0,1,0,0,0
5218458,0,0,1,0,0,0
5678907,0,0,1,0,0,0
5474267,0,0,1,0,0,0
4655681,0,0,1,0,0,0
5423104,0,0,1,0,0,0
5371946,0,0,1,0,0,0
5678907,0,0,1,0,0,0
5269627,0,0,1,0,0,0
5627754,0,0,1,0,0,0
5883552,0,0,1,0,0,0
4962653,0,0,1,0,0,0
4604522,0,0,1,0,0,0
5576594,0,0,1,0,0,0
5576594,0,0,1,0,0,0
5167294,0,0,1,0,0,0
4860332,0,0,1,0,0,0
5371946,0,0,1,0,0,0
5116136,0,0,1,0,0,0
5781229,0,0,1,0,0,0
187484,0,0,0,0,0,1
204358,0,0,0,0,0,1
191234,0,0,0,0,0,1
193109,0,0,0,0,0,1
187484,0,0,0,0,0,1
174361,0,0,0,0,0,1
181861,0,0,0,0,0,1
166861,0,0,0,0,0,1
174361,0,0,0,0,0,1
196859,0,0,0,0,0,1
187484,0,0,0,0,0,1
193109,0,0,0,0,0,1
193109,0,0,0,0,0,1
193109,0,0,0,0,0,1
196859,0,0,0,0,0,1
187484,0,0,0,0,0,1
200609,0,0,0,0,0,1
163112,0,0,0,0,0,1
168736,0,0,0,0,0,1
191234,0,0,0,0,0,1
183734,0,0,0,0,0,1
206233,0,0,0,0,0,1
178110,0,0,0,0,0,1
153737,0,0,0,0,0,1
194984,0,0,0,0,0,1
174361,0,0,0,0,0,1
187484,0,0,0,0,0,1
174361,0,0,0,0,0,1
206233,0,0,0,0,0,1
164986,0,0,0,0,0,1
178110,0,0,0,0,0,1
179985,0,0,0,0,0,1
159362,0,0,0,0,0,1
185610,0,0,0,0,0,1
174361,0,0,0,0,0,1
179985,0,0,0,0,0,1
204358,0,0,0,0,0,1
172486,0,0,0,0,0,1
185610,0,0,0,0,0,1
181861,0,0,0,0,0,1
178110,0,0,0,0,0,1
196859,0,0,0,0,0,1
185610,0,0,0,0,0,1
151862,0,0,0,0,0,1
202483,0,0,0,0,0,1
193109,0,0,0,0,0,1
176236,0,0,0,0,0,1
111443,1,0,0,0,0,0
96584,1,0,0,0,0,0
110380,1,0,0,0,0,0
97644,1,0,0,0,0,0
106136,1,0,0,0,0,0
106136,1,0,0,0,0,0
117814,1,0,0,0,0,0
118875,1,0,0,0,0,0
106136,1,0,0,0,0,0
94462,1,0,0,0,0,0
115688,1,0,0,0,0,0
107196,1,0,0,0,0,0
116749,1,0,0,0,0,0
110380,1,0,0,0,0,0
91276,1,0,0,0,0,0
104013,1,0,0,0,0,0
111443,1,0,0,0,0,0
118875,1,0,0,0,0,0
118875,1,0,0,0,0,0
109321,1,0,0,0,0,0
94462,1,0,0,0,0,0
113566,1,0,0,0,0,0
112503,1,0,0,0,0,0
110380,1,0,0,0,0,0
115688,1,0,0,0,0,0
120994,1,0,0,0,0,0
108262,1,0,0,0,0,0
120994,1,0,0,0,0,0
108262,1,0,0,0,0,0
99769,1,0,0,0,0,0
113566,1,0,0,0,0,0
98707,1,0,0,0,0,0
109321,1,0,0,0,0,0
116749,1,0,0,0,0,0
102953,1,0,0,0,0,0
105072,1,0,0,0,0,0
106136,1,0,0,0,0,0
114629,1,0,0,0,0,0
111443,1,0,0,0,0,0
107196,1,0,0,0,0,0
98707,1,0,0,0,0,0
108262,1,0,0,0,0,0
109321,1,0,0,0,0,0
101887,1,0,0,0,0,0
102953,1,0,0,0,0,0
108262,1,0,0,0,0,0
113566,1,0,0,0,0,0
114629,1,0,0,0,0,0
98707,1,0,0,0,0,0
104013,1,0,0,0,0,0
115688,1,0,0,0,0,0
91276,1,0,0,0,0,0
97644,1,0,0,0,0,0
114629,1,0,0,0,0,0
114629,1,0,0,0,0,0
120994,1,0,0,0,0,0
127365,1,0,0,0,0,0
91276,1,0,0,0,0,0
108262,1,0,0,0,0,0
115688,1,0,0,0,0,0
119934,1,0,0,0,0,0
113566,1,0,0,0,0,0
93402,1,0,0,0,0,0
112503,1,0,0,0,0,0
119934,1,0,0,0,0,0
107196,1,0,0,0,0,0
107196,1,0,0,0,0,0
110380,1,0,0,0,0,0
110380,1,0,0,0,0,0
109321,1,0,0,0,0,0
100827,1,0,0,0,0,0
118875,1,0,0,0,0,0
101887,1,0,0,0,0,0
98707,1,0,0,0,0,0
114629,1,0,0,0,0,0
105072,1,0,0,0,0,0
115688,1,0,0,0,0,0
116749,1,0,0,0,0,0
110380,1,0,0,0,0,0
106136,1,0,0,0,0,0
110380,1,0,0,0,0,0
117814,1,0,0,0,0,0
104013,1,0,0,0,0,0
106136,1,0,0,0,0,0
101887,1,0,0,0,0,0
104013,1,0,0,0,0,0
105072,1,0,0,0,0,0
125241,1,0,0,0,0,0
118875,1,0,0,0,0,0
97644,1,0,0,0,0,0
112503,1,0,0,0,0,0
114629,1,0,0,0,0,0
123117,1,0,0,0,0,0
107196,1,0,0,0,0,0
98707,1,0,0,0,0,0
114629,1,0,0,0,0,0
108262,1,0,0,0,0,0
112503,1,0,0,0,0,0
107196,1,0,0,0,0,0
101887,1,0,0,0,0,0
92336,1,0,0,0,0,0
101887,1,0,0,0,0,0
112503,1,0,0,0,0,0
106136,1,0,0,0,0,0
105072,1,0,0,0,0,0
107196,1,0,0,0,0,0
108262,1,0,0,0,0,0
106136,1,0,0,0,0,0
107196,1,0,0,0,0,0
122054,1,0,0,0,0,0
116749,1,0,0,0,0,0
117814,1,0,0,0,0,0
111443,1,0,0,0,0,0
115688,1,0,0,0,0,0
112503,1,0,0,0,0,0
110380,1,0,0,0,0,0
111443,1,0,0,0,0,0
114629,1,0,0,0,0,0
109321,1,0,0,0,0,0
109321,1,0,0,0,0,0
106136,1,0,0,0,0,0
115688,1,0,0,0,0,0
114629,1,0,0,0,0,0
104013,1,0,0,0,0,0
123117,1,0,0,0,0,0
118875,1,0,0,0,0,0
127365,1,0,0,0,0,0
114629,1,0,0,0,0,0
95520,1,0,0,0,0,0
128426,1,0,0,0,0,0
110380,1,0,0,0,0,0
120994,1,0,0,0,0,0
102953,1,0,0,0,0,0
123117,1,0,0,0,0,0
96584,1,0,0,0,0,0
117814,1,0,0,0,0,0
126303,1,0,0,0,0,0
122054,1,0,0,0,0,0
114629,1,0,0,0,0,0
104013,1,0,0,0,0,0
102953,1,0,0,0,0,0
100827,1,0,0,0,0,0
99769,1,0,0,0,0,0
111443,1,0,0,0,0,0
112503,1,0,0,0,0,0
109321,1,0,0,0,0,0
119934,1,0,0,0,0,0
105072,1,0,0,0,0,0
85967,1,0,0,0,0,0
114629,1,0,0,0,0,0
107196,1,0,0,0,0,0
12617575,1,1,1,1,1,1
14085475,1,1,1,1,1,1
13385489,1,1,1,1,1,1
14416357,1,1,1,1,1,1
13527603,1,1,1,1,1,1
8890748,0,0,1,1,1,1
9246714,1,0,1,1,1,1
9065464,1,0,1,1,1,1
8951215,1,0,1,1,1,1
7868552,1,0,1,1,1,1
7970455,1,0,1,1,1,1
8658276,1,0,1,1,1,1
13283975,0,1,1,1,1,1
9385651,1,0,1,1,1,1
12816938,1,1,1,1,1,1
9121483,0,0,1,1,1,1
8160865,1,0,1,1,1,1
8884924,1,0,1,1,1,1
8715235,0,0,1,1,1,1
8782419,1,0,1,1,1,1
8807162,1,0,1,1,1,1
9449859,0,0,1,1,1,1
9185388,1,0,1,1,1,1
9382642,0,0,1,1,1,1
9800265,1,0,1,1,1,1
13459649,0,1,1,1,1,1
9396492,1,0,1,1,1,1
9216756,0,0,1,1,1,1
820239,0,0,0,1,0,1
814614,0,0,0,1,0,1
726405,0,0,0,1,0,1
803364,0,0,0,1,0,1
