prf,pop,age,zipx,zipy,tob,zip
1,74867,0,0,0,0,0
2,27574,1,0,0,0,0
3,71065,2,0,0,0,0
4,34328,3,0,0,0,0
5,34368,4,0,0,0,0
6,2042,1,0,0,1,0
7,11680,2,0,0,1,0
8,5935,3,0,0,1,0
9,5902,4,0,0,1,0
10,33413,0,19,-65,0,1
11,12015,1,19,-65,0,1
12,31181,2,19,-65,0,1
13,15056,3,19,-65,0,1
14,15087,4,19,-65,0,1
15,932,1,19,-65,1,1
16,5135,2,19,-65,1,1
17,2671,3,19,-65,1,1
18,2624,4,19,-65,1,1
19,46093,0,93,-72,0,2
20,16706,1,93,-72,0,2
21,43599,2,93,-72,0,2
22,20984,3,93,-72,0,2
23,20859,4,93,-72,0,2
24,1285,1,93,-72,1,2
25,7148,2,93,-72,1,2
26,3698,3,93,-72,1,2
27,3638,4,93,-72,1,2
28,33633,0,68,-2,0,3
29,12234,1,68,-2,0,3
30,32237,2,68,-2,0,3
31,15519,3,68,-2,0,3
32,15391,4,68,-2,0,3
33,875,1,68,-2,1,3
34,5291,2,68,-2,1,3
35,2751,3,68,-2,1,3
36,2723,4,68,-2,1,3
37,19601,0,48,47,0,4
38,7134,1,48,47,0,4
39,18639,2,48,47,0,4
40,9035,3,48,47,0,4
41,8784,4,48,47,0,4
42,575,1,48,47,1,4
43,3085,2,48,47,1,4
44,1572,3,48,47,1,4
45,1568,4,48,47,1,4
46,29209,0,-88,59,0,5
47,10823,1,-88,59,0,5
48,27622,2,-88,59,0,5
49,13300,3,-88,59,0,5
50,13222,4,-88,59,0,5
51,799,1,-88,59,1,5
52,4637,2,-88,59,1,5
53,2475,3,-88,59,1,5
54,2315,4,-88,59,1,5
55,14203,0,19,-119,0,6
56,5256,1,19,-119,0,6
57,13605,2,19,-119,0,6
58,6495,3,19,-119,0,6
59,6538,4,19,-119,0,6
60,410,1,19,-119,1,6
61,2155,2,19,-119,1,6
62,1170,3,19,-119,1,6
63,1103,4,19,-119,1,6
64,16336,0,-33,72,0,7
65,6017,1,-33,72,0,7
66,15912,2,-33,72,0,7
67,7600,3,-33,72,0,7
68,7475,4,-33,72,0,7
69,450,1,-33,72,1,7
70,2454,2,-33,72,1,7
71,1266,3,-33,72,1,7
72,1234,4,-33,72,1,7
73,12753,0,-67,-115,0,8
74,4661,1,-67,-115,0,8
75,11898,2,-67,-115,0,8
76,5831,3,-67,-115,0,8
77,5889,4,-67,-115,0,8
78,322,1,-67,-115,1,8
79,1963,2,-67,-115,1,8
80,1030,3,-67,-115,1,8
81,1040,4,-67,-115,1,8
