prf,pop,age,zipx,zipy,tob,zip
1,37733,0,0,0,0,0
2,13851,1,0,0,0,0
3,35995,2,0,0,0,0
4,17335,3,0,0,0,0
5,17389,4,0,0,0,0
6,1028,1,0,0,1,0
7,5868,2,0,0,1,0
8,2988,3,0,0,1,0
9,3086,4,0,0,1,0
10,34726,0,71,-50,0,1
11,12646,1,71,-50,0,1
12,33243,2,71,-50,0,1
13,15836,3,71,-50,0,1
14,15968,4,71,-50,0,1
15,981,1,71,-50,1,1
16,5325,2,71,-50,1,1
17,2857,3,71,-50,1,1
18,2743,4,71,-50,1,1
19,21684,0,-80,99,0,2
20,7757,1,-80,99,0,2
21,20360,2,-80,99,0,2
22,9719,3,-80,99,0,2
23,10023,4,-80,99,0,2
24,563,1,-80,99,1,2
25,3307,2,-80,99,1,2
26,1729,3,-80,99,1,2
27,1706,4,-80,99,1,2
28,5274,0,-82,34,0,3
29,1862,1,-82,34,0,3
30,4980,2,-82,34,0,3
31,2488,3,-82,34,0,3
32,2386,4,-82,34,0,3
33,155,1,-82,34,1,3
34,783,2,-82,34,1,3
35,431,3,-82,34,1,3
36,422,4,-82,34,1,3
37,12471,0,17,71,0,4
38,4544,1,17,71,0,4
39,12077,2,17,71,0,4
40,5664,3,17,71,0,4
41,5691,4,17,71,0,4
42,339,1,17,71,1,4
43,1962,2,17,71,1,4
44,1007,3,17,71,1,4
45,1018,4,17,71,1,4
