ann,ser1,ser2,ser3,ser4,ser5,ser6,num_ser,zip
5574954,0,0,1,0,0,0,1,0
5775853,0,0,1,0,0,0,1,4
5775853,0,0,1,0,0,0,1,0
4721135,0,0,1,0,0,0,1,0
5072706,0,0,1,0,0,0,1,0
5625172,0,0,1,0,0,0,1,0
5725625,0,0,1,0,0,0,1,0
5926530,0,0,1,0,0,0,1,1
4520236,0,0,1,0,0,0,1,0
184257,0,0,0,0,0,1,1,1
182379,0,0,0,0,0,1,1,0
189898,0,0,0,0,0,1,1,3
182379,0,0,0,0,0,1,1,0
186138,0,0,0,0,0,1,1,1
169217,0,0,0,0,0,1,1,2
167336,0,0,0,0,0,1,1,1
188018,0,0,0,0,0,1,1,0
172977,0,0,0,0,0,1,1,4
191778,0,0,0,0,0,1,1,1
189898,0,0,0,0,0,1,1,2
191778,0,0,0,0,0,1,1,2
161695,0,0,0,0,0,1,1,2
165456,0,0,0,0,0,1,1,0
208700,0,0,0,0,0,1,1,0
167336,0,0,0,0,0,1,1,2
172977,0,0,0,0,0,1,1,0
191778,0,0,0,0,0,1,1,0
172977,0,0,0,0,0,1,1,2
109565,1,0,0,0,0,0,1,1
103245,1,0,0,0,0,0,1,1
104295,1,0,0,0,0,0,1,0
124316,1,0,0,0,0,0,1,0
117996,1,0,0,0,0,0,1,1
105351,1,0,0,0,0,0,1,0
116944,1,0,0,0,0,0,1,1
86386,1,0,0,0,0,0,1,2
100083,1,0,0,0,0,0,1,4
106404,1,0,0,0,0,0,1,2
109565,1,0,0,0,0,0,1,1
102192,1,0,0,0,0,0,1,1
115886,1,0,0,0,0,0,1,1
108514,1,0,0,0,0,0,1,0
90602,1,0,0,0,0,0,1,4
97978,1,0,0,0,0,0,1,4
107462,1,0,0,0,0,0,1,1
116944,1,0,0,0,0,0,1,3
97978,1,0,0,0,0,0,1,0
111672,1,0,0,0,0,0,1,0
116944,1,0,0,0,0,0,1,1
106404,1,0,0,0,0,0,1,2
107462,1,0,0,0,0,0,1,2
89550,1,0,0,0,0,0,1,0
99032,1,0,0,0,0,0,1,2
110620,1,0,0,0,0,0,1,1
100083,1,0,0,0,0,0,1,0
121153,1,0,0,0,0,0,1,0
111672,1,0,0,0,0,0,1,0
100083,1,0,0,0,0,0,1,0
105351,1,0,0,0,0,0,1,0
108514,1,0,0,0,0,0,1,0
116944,1,0,0,0,0,0,1,0
104295,1,0,0,0,0,0,1,2
114834,1,0,0,0,0,0,1,0
113782,1,0,0,0,0,0,1,2
106404,1,0,0,0,0,0,1,1
109565,1,0,0,0,0,0,1,4
110620,1,0,0,0,0,0,1,0
122208,1,0,0,0,0,0,1,0
92712,1,0,0,0,0,0,1,4
100083,1,0,0,0,0,0,1,1
112727,1,0,0,0,0,0,1,1
104295,1,0,0,0,0,0,1,1
114834,1,0,0,0,0,0,1,0
110620,1,0,0,0,0,0,1,2
109565,1,0,0,0,0,0,1,2
107462,1,0,0,0,0,0,1,3
106404,1,0,0,0,0,0,1,0
103245,1,0,0,0,0,0,1,1
105351,1,0,0,0,0,0,1,1
102192,1,0,0,0,0,0,1,4
96923,1,0,0,0,0,0,1,4
104295,1,0,0,0,0,0,1,4
110620,1,0,0,0,0,0,1,2
105351,1,0,0,0,0,0,1,0
103245,1,0,0,0,0,0,1,1
107462,1,0,0,0,0,0,1,2
106404,1,0,0,0,0,0,1,0
103245,1,0,0,0,0,0,1,4
11249618,1,1,1,1,1,1,6,3
11651033,1,1,1,1,1,1,6,0
11811078,1,1,1,1,1,1,6,1
8868894,1,0,1,1,1,1,5,1
11907136,1,1,1,1,1,1,6,0
8867595,1,0,1,1,1,1,5,1
8871407,1,0,1,1,1,1,5,1
9295088,1,0,1,1,1,1,5,0
12129503,0,1,1,1,1,1,5,1
12011821,1,1,1,1,1,1,6,0
9020779,0,0,1,1,1,1,4,0
806318,0,0,0,1,0,1,2,3
782597,0,0,0,1,0,1,2,4
732253,0,0,0,1,0,1,2,1
817600,0,0,0,1,0,1,2,0
800098,0,0,0,1,0,1,2,4
848704,0,0,0,1,0,1,2,2
879806,0,0,0,1,0,1,2,4
776377,0,0,0,1,0,1,2,2
846243,0,0,0,1,0,1,2,0
781436,0,0,0,1,0,1,2,2
694208,0,0,0,1,0,1,2,4
790698,0,0,0,1,0,1,2,0
735872,0,0,0,1,0,1,2,0
732253,0,0,0,1,0,1,2,4
853044,0,0,0,1,0,1,2,1
789538,0,0,0,1,0,1,2,1
828161,0,0,0,1,0,1,2,0
839883,0,0,0,1,0,1,2,4
773196,0,0,0,1,0,1,2,2
838143,0,0,0,1,0,1,2,0
803859,0,0,0,1,0,1,2,1
694208,0,0,0,1,0,1,2,1
782877,0,0,0,1,0,1,2,0
768995,0,0,0,1,0,1,2,1
782736,0,0,0,1,0,1,2,0
720392,0,0,0,1,0,1,2,1
764515,0,0,0,1,0,1,2,2
807620,0,0,0,1,0,1,2,1
722411,0,0,0,1,0,1,2,1
815720,0,0,0,1,0,1,2,2
836702,0,0,0,1,0,1,2,1
720392,0,0,0,1,0,1,2,2
819342,0,0,0,1,0,1,2,2
845523,0,0,0,1,0,1,2,1
791998,0,0,0,1,0,1,2,0
815720,0,0,0,1,0,1,2,2
743392,0,0,0,1,0,1,2,1
794598,0,0,0,1,0,1,2,0
750333,0,0,0,1,0,1,2,4
