prf,pop,age,zipx,zipy,tob
1,58860,0,0,0,0
2,21634,1,0,0,0
3,56180,2,0,0,0
4,27069,3,0,0,0
5,26751,4,0,0,0
6,1644,1,0,0,1
7,9130,2,0,0,1
8,4684,3,0,0,1
9,4785,4,0,0,1
10,33121,0,7,-54,0
11,11970,1,7,-54,0
12,31664,2,7,-54,0
13,15004,3,7,-54,0
14,15032,4,7,-54,0
15,974,1,7,-54,1
16,5039,2,7,-54,1
17,2619,3,7,-54,1
18,2658,4,7,-54,1
19,28366,0,75,34,0
20,10148,1,75,34,0
21,27176,2,75,34,0
22,12853,3,75,34,0
23,12877,4,75,34,0
24,795,1,75,34,1
25,4366,2,75,34,1
26,2319,3,75,34,1
27,2305,4,75,34,1
28,22863,0,-7,71,0
29,8390,1,-7,71,0
30,21678,2,-7,71,0
31,10470,3,-7,71,0
32,10601,4,-7,71,0
33,652,1,-7,71,1
34,3615,2,-7,71,1
35,1898,3,-7,71,1
36,1943,4,-7,71,1
37,17292,0,-34,-99,0
38,6279,1,-34,-99,0
39,16486,2,-34,-99,0
40,7797,3,-34,-99,0
41,7899,4,-34,-99,0
42,458,1,-34,-99,1
43,2652,2,-34,-99,1
44,1390,3,-34,-99,1
45,1355,4,-34,-99,1
46,13989,0,-96,28,0
47,5249,1,-96,28,0
48,13386,2,-96,28,0
49,6465,3,-96,28,0
50,6489,4,-96,28,0
51,446,1,-96,28,1
52,2171,2,-96,28,1
53,1114,3,-96,28,1
54,1106,4,-96,28,1
55,21167,0,-59,68,0
56,7736,1,-59,68,0
57,20191,2,-59,68,0
58,9822,3,-59,68,0
59,9646,4,-59,68,0
60,603,1,-59,68,1
61,3204,2,-59,68,1
62,1711,3,-59,68,1
63,1764,4,-59,68,1
