prf,pop,age,zipx,zipy,tob,zip
1,65140,0,0,0,0,0
2,23840,1,0,0,0,0
3,62166,2,0,0,0,0
4,29665,3,0,0,0,0
5,29826,4,0,0,0,0
6,1739,1,0,0,1,0
7,10046,2,0,0,1,0
8,5274,3,0,0,1,0
9,5321,4,0,0,1,0
10,35194,0,79,39,0,1
11,12848,1,79,39,0,1
12,33476,2,79,39,0,1
13,16025,3,79,39,0,1
14,15781,4,79,39,0,1
15,955,1,79,39,1,1
16,5509,2,79,39,1,1
17,2905,3,79,39,1,1
18,2849,4,79,39,1,1
19,16189,0,-26,-43,0,2
20,6039,1,-26,-43,0,2
21,15533,2,-26,-43,0,2
22,7464,3,-26,-43,0,2
23,7347,4,-26,-43,0,2
24,470,1,-26,-43,1,2
25,2562,2,-26,-43,1,2
26,1309,3,-26,-43,1,2
27,1306,4,-26,-43,1,2
28,18230,0,-90,-35,0,3
29,6614,1,-90,-35,0,3
30,17452,2,-90,-35,0,3
31,8372,3,-90,-35,0,3
32,8320,4,-90,-35,0,3
33,490,1,-90,-35,1,3
34,2746,2,-90,-35,1,3
35,1467,3,-90,-35,1,3
36,1485,4,-90,-35,1,3
37,29768,0,66,-15,0,4
38,10883,1,66,-15,0,4
39,28399,2,66,-15,0,4
40,13678,3,66,-15,0,4
41,13693,4,66,-15,0,4
42,830,1,66,-15,1,4
43,4620,2,66,-15,1,4
44,2427,3,66,-15,1,4
45,2524,4,66,-15,1,4
46,11386,0,-28,82,0,5
47,4322,1,-28,82,0,5
48,11116,2,-28,82,0,5
49,5360,3,-28,82,0,5
50,5365,4,-28,82,0,5
51,308,1,-28,82,1,5
52,1810,2,-28,82,1,5
53,935,3,-28,82,1,5
54,901,4,-28,82,1,5
55,19491,0,45,-77,0,6
56,7136,1,45,-77,0,6
57,18674,2,45,-77,0,6
58,8993,3,45,-77,0,6
59,8704,4,45,-77,0,6
60,569,1,45,-77,1,6
61,3056,2,45,-77,1,6
62,1546,3,45,-77,1,6
63,1552,4,45,-77,1,6
