ann,ser1,ser2,ser3,ser4,ser5,ser6,num_ser,zip
4813231,0,0,1,0,0,0,1,2
5786114,0,0,1,0,0,0,1,0
5325281,0,0,1,0,0,0,1,1
5478892,0,0,1,0,0,0,1,0
4813231,0,0,1,0,0,0,1,8
5376484,0,0,1,0,0,0,1,1
5734902,0,0,1,0,0,0,1,4
5069256,0,0,1,0,0,0,1,2
4352382,0,0,1,0,0,0,1,1
5018058,0,0,1,0,0,0,1,4
5683705,0,0,1,0,0,0,1,4
4864438,0,0,1,0,0,0,1,2
5683705,0,0,1,0,0,0,1,6
5530104,0,0,1,0,0,0,1,1
5325281,0,0,1,0,0,0,1,2
5274079,0,0,1,0,0,0,1,0
4966846,0,0,1,0,0,0,1,0
5939734,0,0,1,0,0,0,1,0
5222867,0,0,1,0,0,0,1,5
5427685,0,0,1,0,0,0,1,2
5478892,0,0,1,0,0,0,1,1
155710,0,0,0,0,0,1,1,6
172595,0,0,0,0,0,1,1,0
193230,0,0,0,0,0,1,1,1
178223,0,0,0,0,0,1,1,0
187603,0,0,0,0,0,1,1,4
180098,0,0,0,0,0,1,1,3
170718,0,0,0,0,0,1,1,4
172595,0,0,0,0,0,1,1,7
174471,0,0,0,0,0,1,1,1
165090,0,0,0,0,0,1,1,1
165090,0,0,0,0,0,1,1,1
172595,0,0,0,0,0,1,1,0
172595,0,0,0,0,0,1,1,2
166967,0,0,0,0,0,1,1,0
161338,0,0,0,0,0,1,1,3
183850,0,0,0,0,0,1,1,7
189478,0,0,0,0,0,1,1,1
195106,0,0,0,0,0,1,1,1
159462,0,0,0,0,0,1,1,8
181975,0,0,0,0,0,1,1,0
187603,0,0,0,0,0,1,1,4
172595,0,0,0,0,0,1,1,6
191355,0,0,0,0,0,1,1,5
151957,0,0,0,0,0,1,1,0
165090,0,0,0,0,0,1,1,8
153834,0,0,0,0,0,1,1,7
178223,0,0,0,0,0,1,1,7
148206,0,0,0,0,0,1,1,3
174471,0,0,0,0,0,1,1,6
191355,0,0,0,0,0,1,1,6
166967,0,0,0,0,0,1,1,0
189478,0,0,0,0,0,1,1,0
183850,0,0,0,0,0,1,1,0
170718,0,0,0,0,0,1,1,1
187603,0,0,0,0,0,1,1,7
181975,0,0,0,0,0,1,1,0
170718,0,0,0,0,0,1,1,2
148206,0,0,0,0,0,1,1,2
187603,0,0,0,0,0,1,1,0
166967,0,0,0,0,0,1,1,2
178223,0,0,0,0,0,1,1,1
180098,0,0,0,0,0,1,1,1
198859,0,0,0,0,0,1,1,1
170718,0,0,0,0,0,1,1,2
168843,0,0,0,0,0,1,1,0
150081,0,0,0,0,0,1,1,1
166967,0,0,0,0,0,1,1,8
103473,1,0,0,0,0,0,1,0
106639,1,0,0,0,0,0,1,0
126704,1,0,0,0,0,0,1,0
120366,1,0,0,0,0,0,1,6
115087,1,0,0,0,0,0,1,6
104526,1,0,0,0,0,0,1,2
103473,1,0,0,0,0,0,1,2
119311,1,0,0,0,0,0,1,0
100304,1,0,0,0,0,0,1,4
108754,1,0,0,0,0,0,1,0
107699,1,0,0,0,0,0,1,4
104526,1,0,0,0,0,0,1,2
88691,1,0,0,0,0,0,1,3
99250,1,0,0,0,0,0,1,0
107699,1,0,0,0,0,0,1,2
104526,1,0,0,0,0,0,1,0
121420,1,0,0,0,0,0,1,0
115087,1,0,0,0,0,0,1,0
97137,1,0,0,0,0,0,1,3
114033,1,0,0,0,0,0,1,6
106639,1,0,0,0,0,0,1,3
112976,1,0,0,0,0,0,1,5
118257,1,0,0,0,0,0,1,0
108754,1,0,0,0,0,0,1,3
100304,1,0,0,0,0,0,1,4
115087,1,0,0,0,0,0,1,2
114033,1,0,0,0,0,0,1,4
99250,1,0,0,0,0,0,1,5
108754,1,0,0,0,0,0,1,0
101358,1,0,0,0,0,0,1,7
115087,1,0,0,0,0,0,1,4
