prf,pop,age,zipx,zipy,tob,zip
1,84669,0,0,0,0,0
2,30898,1,0,0,0,0
3,80818,2,0,0,0,0
4,38796,3,0,0,0,0
5,38680,4,0,0,0,0
6,2326,1,0,0,1,0
7,13035,2,0,0,1,0
8,6863,3,0,0,1,0
9,6881,4,0,0,1,0
10,45750,0,79,39,0,1
11,16871,1,79,39,0,1
12,43337,2,79,39,0,1
13,20741,3,79,39,0,1
14,20770,4,79,39,0,1
15,1270,1,79,39,1,1
16,7159,2,79,39,1,1
17,3730,3,79,39,1,1
18,3657,4,79,39,1,1
19,21148,0,-26,-43,0,2
20,7772,1,-26,-43,0,2
21,20168,2,-26,-43,0,2
22,9649,3,-26,-43,0,2
23,9368,4,-26,-43,0,2
24,565,1,-26,-43,1,2
25,3335,2,-26,-43,1,2
26,1745,3,-26,-43,1,2
27,1692,4,-26,-43,1,2
28,23439,0,-90,-35,0,3
29,8689,1,-90,-35,0,3
30,22593,2,-90,-35,0,3
31,10779,3,-90,-35,0,3
32,10750,4,-90,-35,0,3
33,626,1,-90,-35,1,3
34,3645,2,-90,-35,1,3
35,1853,3,-90,-35,1,3
36,1981,4,-90,-35,1,3
37,38870,0,66,-15,0,4
38,13966,1,66,-15,0,4
39,36938,2,66,-15,0,4
40,17798,3,66,-15,0,4
41,17802,4,66,-15,0,4
42,1066,1,66,-15,1,4
43,5953,2,66,-15,1,4
44,3163,3,66,-15,1,4
45,3212,4,66,-15,1,4
46,15121,0,-28,82,0,5
47,5474,1,-28,82,0,5
48,14435,2,-28,82,0,5
49,6994,3,-28,82,0,5
50,6931,4,-28,82,0,5
51,444,1,-28,82,1,5
52,2374,2,-28,82,1,5
53,1237,3,-28,82,1,5
54,1276,4,-28,82,1,5
55,25073,0,45,-77,0,6
56,9266,1,45,-77,0,6
57,24072,2,45,-77,0,6
58,11635,3,45,-77,0,6
59,11498,4,45,-77,0,6
60,688,1,45,-77,1,6
61,3842,2,45,-77,1,6
62,2055,3,45,-77,1,6
63,1997,4,45,-77,1,6
64,15992,0,7,126,0,7
65,5907,1,7,126,0,7
66,15581,2,7,126,0,7
67,7310,3,7,126,0,7
68,7230,4,7,126,0,7
69,455,1,7,126,1,7
70,2540,2,7,126,1,7
71,1295,3,7,126,1,7
72,1283,4,7,126,1,7
73,9326,0,-87,144,0,8
74,3355,1,-87,144,0,8
75,8796,2,-87,144,0,8
76,4288,3,-87,144,0,8
77,4225,4,-87,144,0,8
78,259,1,-87,144,1,8
79,1472,2,-87,144,1,8
80,734,3,-87,144,1,8
81,724,4,-87,144,1,8
