prf,pop,age,zipx,zipy,tob,zip
1,40402,0,0,0,0,0
2,14837,1,0,0,0,0
3,38809,2,0,0,0,0
4,18436,3,0,0,0,0
5,18235,4,0,0,0,0
6,1049,1,0,0,1,0
7,6291,2,0,0,1,0
8,3252,3,0,0,1,0
9,3225,4,0,0,1,0
10,17884,0,19,-65,0,1
11,6580,1,19,-65,0,1
12,16858,2,19,-65,0,1
13,8104,3,19,-65,0,1
14,8181,4,19,-65,0,1
15,513,1,19,-65,1,1
16,2698,2,19,-65,1,1
17,1449,3,19,-65,1,1
18,1433,4,19,-65,1,1
19,25007,0,93,-72,0,2
20,9033,1,93,-72,0,2
21,23631,2,93,-72,0,2
22,11336,3,93,-72,0,2
23,11308,4,93,-72,0,2
24,680,1,93,-72,1,2
25,3856,2,93,-72,1,2
26,1982,3,93,-72,1,2
27,2002,4,93,-72,1,2
28,18350,0,68,-2,0,3
29,6744,1,68,-2,0,3
30,17455,2,68,-2,0,3
31,8263,3,68,-2,0,3
32,8057,4,68,-2,0,3
33,495,1,68,-2,1,3
34,2873,2,68,-2,1,3
35,1498,3,68,-2,1,3
36,1446,4,68,-2,1,3
37,10513,0,48,47,0,4
38,3903,1,48,47,0,4
39,10073,2,48,47,0,4
40,4794,3,48,47,0,4
41,4731,4,48,47,0,4
42,278,1,48,47,1,4
43,1702,2,48,47,1,4
44,921,3,48,47,1,4
45,833,4,48,47,1,4
