prf,pop,age,zipx,zipy,tob,zip
1,78356,0,0,0,0,0
2,28684,1,0,0,0,0
3,75080,2,0,0,0,0
4,35588,3,0,0,0,0
5,35740,4,0,0,0,0
6,2057,1,0,0,1,0
7,12307,2,0,0,1,0
8,6377,3,0,0,1,0
9,6237,4,0,0,1,0
10,42330,0,79,39,0,1
11,15489,1,79,39,0,1
12,40741,2,79,39,0,1
13,19321,3,79,39,0,1
14,19273,4,79,39,0,1
15,1158,1,79,39,1,1
16,6672,2,79,39,1,1
17,3498,3,79,39,1,1
18,3488,4,79,39,1,1
19,19580,0,-26,-43,0,2
20,7113,1,-26,-43,0,2
21,19082,2,-26,-43,0,2
22,8802,3,-26,-43,0,2
23,9039,4,-26,-43,0,2
24,552,1,-26,-43,1,2
25,3068,2,-26,-43,1,2
26,1589,3,-26,-43,1,2
27,1585,4,-26,-43,1,2
28,21848,0,-90,-35,0,3
29,8039,1,-90,-35,0,3
30,21216,2,-90,-35,0,3
31,9906,3,-90,-35,0,3
32,10039,4,-90,-35,0,3
33,606,1,-90,-35,1,3
34,3386,2,-90,-35,1,3
35,1789,3,-90,-35,1,3
36,1797,4,-90,-35,1,3
37,36308,0,66,-15,0,4
38,13319,1,66,-15,0,4
39,34443,2,66,-15,0,4
40,16575,3,66,-15,0,4
41,16607,4,66,-15,0,4
42,976,1,66,-15,1,4
43,5590,2,66,-15,1,4
44,2963,3,66,-15,1,4
45,2988,4,66,-15,1,4
46,14414,0,-28,82,0,5
47,5224,1,-28,82,0,5
48,13471,2,-28,82,0,5
49,6474,3,-28,82,0,5
50,6537,4,-28,82,0,5
51,411,1,-28,82,1,5
52,2178,2,-28,82,1,5
53,1165,3,-28,82,1,5
54,1115,4,-28,82,1,5
55,23441,0,45,-77,0,6
56,8473,1,45,-77,0,6
57,22695,2,45,-77,0,6
58,10919,3,45,-77,0,6
59,10872,4,45,-77,0,6
60,669,1,45,-77,1,6
61,3648,2,45,-77,1,6
62,1905,3,45,-77,1,6
63,1874,4,45,-77,1,6
64,14835,0,7,126,0,7
65,5485,1,7,126,0,7
66,14316,2,7,126,0,7
67,6825,3,7,126,0,7
68,6775,4,7,126,0,7
69,399,1,7,126,1,7
70,2330,2,7,126,1,7
71,1190,3,7,126,1,7
72,1159,4,7,126,1,7
