28,65,65,93,71,147
28,65,65,93,69,147
28,65,65,93,69,147
28,65,65,93,69,147
28,65,65,93,69,147
28,65,65,93,69,147
28,65,65,93,69,147
28,65,65,93,69,147
28,65,65,93,69,147
28,65,65,110,71,123
28,65,65,93,71,123
28,65,65,93,69,123
28,65,65,93,69,88
28,65,65,93,69,88
28,65,65,93,71,123
28,65,65,93,69,123
28,65,65,93,69,88
28,65,65,93,69,88
28,65,65,71,71,71
65,65,65,193,71,111
65,65,65,193,71,111
65,65,65,128,71,111
65,65,65,128,71,111
65,65,65,193,71,111
65,65,65,193,71,111
65,65,65,128,71,111
65,65,65,128,71,111
28,65,65,164,69,181
28,65,65,164,69,181
28,65,65,178,69,181
28,65,65,178,69,207
28,65,65,178,69,207
28,65,65,164,69,181
28,65,65,178,69,181
28,65,65,178,69,207
28,65,65,178,69,207
