prf,pop,age,zipx,zipy,tob,zip
1,51403,0,0,0,0,0
2,18987,1,0,0,0,0
3,48805,2,0,0,0,0
4,23405,3,0,0,0,0
5,23527,4,0,0,0,0
6,1316,1,0,0,1,0
7,8053,2,0,0,1,0
8,4182,3,0,0,1,0
9,4147,4,0,0,1,0
10,47163,0,71,-50,0,1
11,17579,1,71,-50,0,1
12,45228,2,71,-50,0,1
13,21635,3,71,-50,0,1
14,21437,4,71,-50,0,1
15,1358,1,71,-50,1,1
16,7322,2,71,-50,1,1
17,3768,3,71,-50,1,1
18,3810,4,71,-50,1,1
19,29163,0,-80,99,0,2
20,10768,1,-80,99,0,2
21,28093,2,-80,99,0,2
22,13334,3,-80,99,0,2
23,13377,4,-80,99,0,2
24,812,1,-80,99,1,2
25,4526,2,-80,99,1,2
26,2366,3,-80,99,1,2
27,2388,4,-80,99,1,2
28,7111,0,-82,34,0,3
29,2630,1,-82,34,0,3
30,6894,2,-82,34,0,3
31,3273,3,-82,34,0,3
32,3302,4,-82,34,0,3
33,210,1,-82,34,1,3
34,1158,2,-82,34,1,3
35,597,3,-82,34,1,3
36,580,4,-82,34,1,3
37,16921,0,17,71,0,4
38,6290,1,17,71,0,4
39,16429,2,17,71,0,4
40,7852,3,17,71,0,4
41,7648,4,17,71,0,4
42,458,1,17,71,1,4
43,2590,2,17,71,1,4
44,1389,3,17,71,1,4
45,1350,4,17,71,1,4
46,15483,0,-72,-65,0,5
47,5572,1,-72,-65,0,5
48,14854,2,-72,-65,0,5
49,7178,3,-72,-65,0,5
50,6935,4,-72,-65,0,5
51,440,1,-72,-65,1,5
52,2418,2,-72,-65,1,5
53,1223,3,-72,-65,1,5
54,1263,4,-72,-65,1,5
