ann,ser1,ser2,ser3,ser4,ser5,ser6,num_ser,zip
5955397,0,0,1,0,0,0,1,0
6170005,0,0,1,0,0,0,1,1
5955397,0,0,1,0,0,0,1,0
5472530,0,0,1,0,0,0,1,2
5901753,0,0,1,0,0,0,1,3
5740793,0,0,1,0,0,0,1,0
191939,0,0,0,0,0,1,1,2
161831,0,0,0,0,0,1,1,3
176886,0,0,0,0,0,1,1,3
184411,0,0,0,0,0,1,1,0
178767,0,0,0,0,0,1,1,1
173122,0,0,0,0,0,1,1,0
184411,0,0,0,0,0,1,1,3
173122,0,0,0,0,0,1,1,1
148658,0,0,0,0,0,1,1,3
201348,0,0,0,0,0,1,1,2
201348,0,0,0,0,0,1,1,0
188176,0,0,0,0,0,1,1,0
169358,0,0,0,0,0,1,1,0
161831,0,0,0,0,0,1,1,0
114039,1,0,0,0,0,0,1,3
100435,1,0,0,0,0,0,1,0
104623,1,0,0,0,0,0,1,0
91020,1,0,0,0,0,0,1,0
94159,1,0,0,0,0,0,1,0
106719,1,0,0,0,0,0,1,0
124503,1,0,0,0,0,0,1,0
110899,1,0,0,0,0,0,1,0
104623,1,0,0,0,0,0,1,3
95208,1,0,0,0,0,0,1,0
110899,1,0,0,0,0,0,1,0
114039,1,0,0,0,0,0,1,3
108807,1,0,0,0,0,0,1,0
112995,1,0,0,0,0,0,1,0
109855,1,0,0,0,0,0,1,3
103574,1,0,0,0,0,0,1,2
114039,1,0,0,0,0,0,1,0
110899,1,0,0,0,0,0,1,0
106719,1,0,0,0,0,0,1,0
119270,1,0,0,0,0,0,1,1
118225,1,0,0,0,0,0,1,0
111947,1,0,0,0,0,0,1,0
116135,1,0,0,0,0,0,1,2
93116,1,0,0,0,0,0,1,3
111947,1,0,0,0,0,0,1,0
99390,1,0,0,0,0,0,1,2
108807,1,0,0,0,0,0,1,2
100435,1,0,0,0,0,0,1,1
102531,1,0,0,0,0,0,1,2
99390,1,0,0,0,0,0,1,2
94159,1,0,0,0,0,0,1,3
104623,1,0,0,0,0,0,1,2
101486,1,0,0,0,0,0,1,0
106719,1,0,0,0,0,0,1,2
107763,1,0,0,0,0,0,1,0
115085,1,0,0,0,0,0,1,0
114039,1,0,0,0,0,0,1,0
105668,1,0,0,0,0,0,1,0
96252,1,0,0,0,0,0,1,2
111947,1,0,0,0,0,0,1,0
89975,1,0,0,0,0,0,1,1
115085,1,0,0,0,0,0,1,0
111947,1,0,0,0,0,0,1,3
111947,1,0,0,0,0,0,1,0
108807,1,0,0,0,0,0,1,1
12015148,1,1,1,1,1,1,6,3
12792070,1,1,1,1,1,1,6,0
13608912,1,1,1,1,1,1,6,0
10031892,1,0,1,1,1,1,5,0
9802075,1,0,1,1,1,1,5,0
9130641,1,0,1,1,1,1,5,1
9014663,1,0,1,1,1,1,5,3
7933360,0,0,1,1,1,1,4,1
749960,0,0,0,1,0,1,2,2
768628,0,0,0,1,0,1,2,0
801196,0,0,0,1,0,1,2,0
816678,0,0,0,1,0,1,2,0
735204,0,0,0,1,0,1,2,0
749960,0,0,0,1,0,1,2,1
778763,0,0,0,1,0,1,2,0
821019,0,0,0,1,0,1,2,0
869499,0,0,0,1,0,1,2,1
802351,0,0,0,1,0,1,2,0
782527,0,0,0,1,0,1,2,0
678472,0,0,0,1,0,1,2,1
751842,0,0,0,1,0,1,2,1
751842,0,0,0,1,0,1,2,2
796855,0,0,0,1,0,1,2,2
741855,0,0,0,1,0,1,2,0
772970,0,0,0,1,0,1,2,3
790333,0,0,0,1,0,1,2,3
771664,0,0,0,1,0,1,2,0
771814,0,0,0,1,0,1,2,3
745619,0,0,0,1,0,1,2,0
866462,0,0,0,1,0,1,2,2
733175,0,0,0,1,0,1,2,2
783683,0,0,0,1,0,1,2,0
849674,0,0,0,1,0,1,2,0
705246,0,0,0,1,0,1,2,0
807997,0,0,0,1,0,1,2,0
791638,0,0,0,1,0,1,2,1
854593,0,0,0,1,0,1,2,3
779920,0,0,0,1,0,1,2,3
742005,0,0,0,1,0,1,2,1
837806,0,0,0,1,0,1,2,2
705097,0,0,0,1,0,1,2,2
826087,0,0,0,1,0,1,2,2
823480,0,0,0,1,0,1,2,0
761102,0,0,0,1,0,1,2,2
788023,0,0,0,1,0,1,2,0
796706,0,0,0,1,0,1,2,3
879635,0,0,0,1,0,1,2,0
696991,0,0,0,1,0,1,2,0
