type,zipx,zipy,quality,annual_cost,wait,negotiation_coeff,self_coeff,services
0,0,0,10,5.9554e+06,0,0,2.94,0,0,0,0,0,1.11,0,0,0,0,0,2.06,0,0,0,0,0,1,0,0,0
0,19,-65,10,6.17e+06,0,0,3.18,0,0,0,0,0,1.15,0,0,0,0,0,2.11,0,0,0,0,0,1,0,0,0
0,0,0,7,5.9554e+06,0,0,2.92,0,0,0,0,0,1.11,0,0,0,0,0,2.1,0,0,0,0,0,1,0,0,0
0,93,-72,8,5.47253e+06,0,0,2.33,0,0,0,0,0,1.02,0,0,0,0,0,2.05,0,0,0,0,0,1,0,0,0
0,68,-2,9,5.90175e+06,0,0,2.97,0,0,0,0,0,1.1,0,0,0,0,0,2.19,0,0,0,0,0,1,0,0,0
0,0,0,9,5.74079e+06,0,0,2.34,0,0,0,0,0,1.07,0,0,0,0,0,2.11,0,0,0,0,0,1,0,0,0
1,93,-72,5,191939,0,0,0,0,0,1.35,0,0,0,0,0,1.02,0,0,0,0,0,1.96,0,0,0,0,0,1
1,68,-2,9,161831,0,0,0,0,0,0.77,0,0,0,0,0,0.86,0,0,0,0,0,1.84,0,0,0,0,0,1
1,68,-2,8,176886,0,0,0,0,0,1.17,0,0,0,0,0,0.94,0,0,0,0,0,1.94,0,0,0,0,0,1
1,0,0,10,184411,0,0,0,0,0,1.6,0,0,0,0,0,0.98,0,0,0,0,0,1.97,0,0,0,0,0,1
1,19,-65,7,178767,0,0,0,0,0,1.9,0,0,0,0,0,0.95,0,0,0,0,0,1.99,0,0,0,0,0,1
1,0,0,8,173122,0,0,0,0,0,1.09,0,0,0,0,0,0.92,0,0,0,0,0,1.86,0,0,0,0,0,1
1,68,-2,7,184411,0,0,0,0,0,1.67,0,0,0,0,0,0.98,0,0,0,0,0,1.93,0,0,0,0,0,1
1,19,-65,2,173122,0,0,0,0,0,0.57,0,0,0,0,0,0.92,0,0,0,0,0,1.87,0,0,0,0,0,1
1,68,-2,4,148658,0,0,0,0,0,0.18,0,0,0,0,0,0.79,0,0,0,0,0,1.84,0,0,0,0,0,1
1,93,-72,10,201348,0,0,0,0,0,2.25,0,0,0,0,0,1.07,0,0,0,0,0,2.02,0,0,0,0,0,1
1,0,0,10,201348,0,0,0,0,0,2.2,0,0,0,0,0,1.07,0,0,0,0,0,1.97,0,0,0,0,0,1
1,0,0,8,188176,0,0,0,0,0,1.66,0,0,0,0,0,1,0,0,0,0,0,1.96,0,0,0,0,0,1
1,0,0,8,169358,0,0,0,0,0,0.74,0,0,0,0,0,0.9,0,0,0,0,0,1.85,0,0,0,0,0,1
1,0,0,1,161831,0,0,0,0,0,0.35,0,0,0,0,0,0.86,0,0,0,0,0,1.84,0,0,0,0,0,1
2,68,-2,10,114039,2.63,0,0,0,0,0,1.09,0,0,0,0,0,2.03,0,0,0,0,0,1,0,0,0,0,0
2,0,0,8,100435,1.29,0,0,0,0,0,0.96,0,0,0,0,0,1.91,0,0,0,0,0,1,0,0,0,0,0
2,0,0,9,104623,2,0,0,0,0,0,1,0,0,0,0,0,2.03,0,0,0,0,0,1,0,0,0,0,0
2,0,0,3,91020.1,0.64,0,0,0,0,0,0.87,0,0,0,0,0,1.81,0,0,0,0,0,1,0,0,0,0,0
2,0,0,2,94158.7,1.42,0,0,0,0,0,0.9,0,0,0,0,0,1.95,0,0,0,0,0,1,0,0,0,0,0
2,0,0,10,106719,2.16,0,0,0,0,0,1.02,0,0,0,0,0,2.03,0,0,0,0,0,1,0,0,0,0,0
2,0,0,10,124503,3.31,0,0,0,0,0,1.19,0,0,0,0,0,2.15,0,0,0,0,0,1,0,0,0,0,0
2,0,0,8,110899,2.53,0,0,0,0,0,1.06,0,0,0,0,0,2.05,0,0,0,0,0,1,0,0,0,0,0
2,68,-2,8,104623,1.97,0,0,0,0,0,1,0,0,0,0,0,1.99,0,0,0,0,0,1,0,0,0,0,0
2,0,0,8,95207.9,1.53,0,0,0,0,0,0.91,0,0,0,0,0,1.98,0,0,0,0,0,1,0,0,0,0,0
2,0,0,10,110899,2.32,0,0,0,0,0,1.06,0,0,0,0,0,2.02,0,0,0,0,0,1,0,0,0,0,0
2,68,-2,10,114039,2.06,0,0,0,0,0,1.09,0,0,0,0,0,2.05,0,0,0,0,0,1,0,0,0,0,0
2,0,0,7,108807,2.19,0,0,0,0,0,1.04,0,0,0,0,0,2.04,0,0,0,0,0,1,0,0,0,0,0
2,0,0,9,112995,2.56,0,0,0,0,0,1.08,0,0,0,0,0,2.09,0,0,0,0,0,1,0,0,0,0,0
2,68,-2,9,109855,2.12,0,0,0,0,0,1.05,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2,93,-72,9,103574,1.92,0,0,0,0,0,0.99,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2,0,0,9,114039,2.87,0,0,0,0,0,1.09,0,0,0,0,0,2.09,0,0,0,0,0,1,0,0,0,0,0
2,0,0,10,110899,2.93,0,0,0,0,0,1.06,0,0,0,0,0,2.12,0,0,0,0,0,1,0,0,0,0,0
2,0,0,7,106719,2.11,0,0,0,0,0,1.02,0,0,0,0,0,2.06,0,0,0,0,0,1,0,0,0,0,0
2,19,-65,10,119270,2.68,0,0,0,0,0,1.14,0,0,0,0,0,2.09,0,0,0,0,0,1,0,0,0,0,0
2,0,0,10,118225,3.03,0,0,0,0,0,1.13,0,0,0,0,0,2.08,0,0,0,0,0,1,0,0,0,0,0
2,0,0,8,111947,2.76,0,0,0,0,0,1.07,0,0,0,0,0,2.11,0,0,0,0,0,1,0,0,0,0,0
2,93,-72,9,116135,2.79,0,0,0,0,0,1.11,0,0,0,0,0,2.12,0,0,0,0,0,1,0,0,0,0,0
2,68,-2,0,93115.6,0.92,0,0,0,0,0,0.89,0,0,0,0,0,1.86,0,0,0,0,0,1,0,0,0,0,0
2,0,0,8,111947,2.38,0,0,0,0,0,1.07,0,0,0,0,0,2.1,0,0,0,0,0,1,0,0,0,0,0
2,93,-72,10,99390.4,1.68,0,0,0,0,0,0.95,0,0,0,0,0,2.03,0,0,0,0,0,1,0,0,0,0,0
2,93,-72,9,108807,2.56,0,0,0,0,0,1.04,0,0,0,0,0,2.12,0,0,0,0,0,1,0,0,0,0,0
2,19,-65,1,100435,1.84,0,0,0,0,0,0.96,0,0,0,0,0,1.95,0,0,0,0,0,1,0,0,0,0,0
2,93,-72,2,102531,1.86,0,0,0,0,0,0.98,0,0,0,0,0,2.04,0,0,0,0,0,1,0,0,0,0,0
2,93,-72,5,99390.4,1.14,0,0,0,0,0,0.95,0,0,0,0,0,1.92,0,0,0,0,0,1,0,0,0,0,0
2,68,-2,10,94158.7,1.43,0,0,0,0,0,0.9,0,0,0,0,0,1.92,0,0,0,0,0,1,0,0,0,0,0
2,93,-72,7,104623,1.49,0,0,0,0,0,1,0,0,0,0,0,1.97,0,0,0,0,0,1,0,0,0,0,0
2,0,0,10,101486,1.65,0,0,0,0,0,0.97,0,0,0,0,0,2.04,0,0,0,0,0,1,0,0,0,0,0
2,93,-72,8,106719,2.03,0,0,0,0,0,1.02,0,0,0,0,0,1.95,0,0,0,0,0,1,0,0,0,0,0
2,0,0,9,107763,2.02,0,0,0,0,0,1.03,0,0,0,0,0,1.99,0,0,0,0,0,1,0,0,0,0,0
2,0,0,9,115085,2.71,0,0,0,0,0,1.1,0,0,0,0,0,2.11,0,0,0,0,0,1,0,0,0,0,0
2,0,0,7,114039,2.5,0,0,0,0,0,1.09,0,0,0,0,0,2.04,0,0,0,0,0,1,0,0,0,0,0
2,0,0,7,105668,1.88,0,0,0,0,0,1.01,0,0,0,0,0,1.97,0,0,0,0,0,1,0,0,0,0,0
2,93,-72,1,96252.5,1.45,0,0,0,0,0,0.92,0,0,0,0,0,1.93,0,0,0,0,0,1,0,0,0,0,0
2,0,0,10,111947,2.55,0,0,0,0,0,1.07,0,0,0,0,0,2.07,0,0,0,0,0,1,0,0,0,0,0
