0,0,586.77,0,0,0
0,0,607.91,0,0,0
0,0,607.91,0,0,0
0,0,496.9,0,0,0
0,0,533.9,0,0,0
0,0,592.05,0,0,0
0,0,602.62,0,0,0
0,0,623.77,0,0,0
0,0,475.76,0,0,0
0,0,0,0,0,177.33
0,0,0,0,0,175.53
0,0,0,0,0,182.76
0,0,0,0,0,175.53
0,0,0,0,0,179.14
0,0,0,0,0,162.86
0,0,0,0,0,161.05
0,0,0,0,0,180.95
0,0,0,0,0,166.48
0,0,0,0,0,184.57
0,0,0,0,0,182.76
0,0,0,0,0,184.57
0,0,0,0,0,155.62
0,0,0,0,0,159.24
0,0,0,0,0,200.86
0,0,0,0,0,161.05
0,0,0,0,0,166.48
0,0,0,0,0,184.57
0,0,0,0,0,166.48
65.74,0,0,0,0,0
61.95,0,0,0,0,0
62.58,0,0,0,0,0
74.59,0,0,0,0,0
70.8,0,0,0,0,0
63.21,0,0,0,0,0
70.17,0,0,0,0,0
51.83,0,0,0,0,0
60.05,0,0,0,0,0
63.84,0,0,0,0,0
65.74,0,0,0,0,0
61.32,0,0,0,0,0
69.53,0,0,0,0,0
65.11,0,0,0,0,0
54.36,0,0,0,0,0
58.79,0,0,0,0,0
64.48,0,0,0,0,0
70.17,0,0,0,0,0
58.79,0,0,0,0,0
67,0,0,0,0,0
70.17,0,0,0,0,0
63.84,0,0,0,0,0
64.48,0,0,0,0,0
53.73,0,0,0,0,0
59.42,0,0,0,0,0
66.37,0,0,0,0,0
60.05,0,0,0,0,0
72.69,0,0,0,0,0
67,0,0,0,0,0
60.05,0,0,0,0,0
63.21,0,0,0,0,0
65.11,0,0,0,0,0
70.17,0,0,0,0,0
62.58,0,0,0,0,0
68.9,0,0,0,0,0
68.27,0,0,0,0,0
63.84,0,0,0,0,0
65.74,0,0,0,0,0
66.37,0,0,0,0,0
73.33,0,0,0,0,0
55.63,0,0,0,0,0
60.05,0,0,0,0,0
67.64,0,0,0,0,0
62.58,0,0,0,0,0
68.9,0,0,0,0,0
66.37,0,0,0,0,0
65.74,0,0,0,0,0
64.48,0,0,0,0,0
63.84,0,0,0,0,0
61.95,0,0,0,0,0
63.21,0,0,0,0,0
61.32,0,0,0,0,0
