0.00499333,2.05145
0.00908833,1.73685
0.0131833,1.42225
0.0177508,1.07135
0.0209008,0.82935
0.00908833,1.73685
0.0131833,1.42225
0.0177508,1.07135
0.0209008,0.82935
0.00499333,2.05145
0.00908833,1.73685
0.0131833,1.42225
0.0177508,1.07135
0.0209008,0.82935
0.00908833,1.73685
0.0131833,1.42225
0.0177508,1.07135
0.0209008,0.82935
0.00499333,2.05145
0.00908833,1.73685
0.0131833,1.42225
0.0177508,1.07135
0.0209008,0.82935
0.00908833,1.73685
0.0131833,1.42225
0.0177508,1.07135
0.0209008,0.82935
0.00499333,2.05145
0.00908833,1.73685
0.0131833,1.42225
0.0177508,1.07135
0.0209008,0.82935
0.00908833,1.73685
0.0131833,1.42225
0.0177508,1.07135
0.0209008,0.82935
0.00499333,2.05145
0.00908833,1.73685
0.0131833,1.42225
0.0177508,1.07135
0.0209008,0.82935
0.00908833,1.73685
0.0131833,1.42225
0.0177508,1.07135
0.0209008,0.82935
