ann,ser1,ser2,ser3,ser4,ser5,ser6,num_ser,zip
5515357,0,0,1,0,0,0,1,2
4612840,0,0,1,0,0,0,1,4
5465220,0,0,1,0,0,0,1,0
4813399,0,0,1,0,0,0,1,2
5615621,0,0,1,0,0,0,1,0
5164383,0,0,1,0,0,0,1,6
5164383,0,0,1,0,0,0,1,2
5715904,0,0,1,0,0,0,1,4
6066888,0,0,1,0,0,0,1,3
4913687,0,0,1,0,0,0,1,4
5214520,0,0,1,0,0,0,1,2
5766046,0,0,1,0,0,0,1,2
5114236,0,0,1,0,0,0,1,0
5114236,0,0,1,0,0,0,1,5
5465220,0,0,1,0,0,0,1,5
187064,0,0,0,0,0,1,1,1
151521,0,0,0,0,0,1,1,1
177711,0,0,0,0,0,1,1,0
151521,0,0,0,0,0,1,1,2
170228,0,0,0,0,0,1,1,0
187064,0,0,0,0,0,1,1,3
166488,0,0,0,0,0,1,1,5
166488,0,0,0,0,0,1,1,1
188934,0,0,0,0,0,1,1,3
173970,0,0,0,0,0,1,1,0
166488,0,0,0,0,0,1,1,0
202030,0,0,0,0,0,1,1,4
200159,0,0,0,0,0,1,1,0
196418,0,0,0,0,0,1,1,0
187064,0,0,0,0,0,1,1,6
173970,0,0,0,0,0,1,1,2
187064,0,0,0,0,0,1,1,2
203900,0,0,0,0,0,1,1,2
207642,0,0,0,0,0,1,1,5
177711,0,0,0,0,0,1,1,5
166488,0,0,0,0,0,1,1,3
192676,0,0,0,0,0,1,1,0
172100,0,0,0,0,0,1,1,0
177711,0,0,0,0,0,1,1,3
151521,0,0,0,0,0,1,1,0
196418,0,0,0,0,0,1,1,0
187064,0,0,0,0,0,1,1,5
183322,0,0,0,0,0,1,1,3
170228,0,0,0,0,0,1,1,3
164617,0,0,0,0,0,1,1,1
172100,0,0,0,0,0,1,1,3
194547,0,0,0,0,0,1,1,0
185194,0,0,0,0,0,1,1,1
98934,1,0,0,0,0,0,1,4
111433,1,0,0,0,0,0,1,1
121848,1,0,0,0,0,0,1,0
106228,1,0,0,0,0,0,1,6
107268,1,0,0,0,0,0,1,0
105182,1,0,0,0,0,0,1,5
114556,1,0,0,0,0,0,1,0
113515,1,0,0,0,0,0,1,3
128097,1,0,0,0,0,0,1,0
101020,1,0,0,0,0,0,1,6
115601,1,0,0,0,0,0,1,0
98934,1,0,0,0,0,0,1,0
108307,1,0,0,0,0,0,1,6
96854,1,0,0,0,0,0,1,4
116642,1,0,0,0,0,0,1,0
106228,1,0,0,0,0,0,1,0
113515,1,0,0,0,0,0,1,0
90602,1,0,0,0,0,0,1,2
115601,1,0,0,0,0,0,1,1
102060,1,0,0,0,0,0,1,3
92688,1,0,0,0,0,0,1,5
109350,1,0,0,0,0,0,1,1
119762,1,0,0,0,0,0,1,0
110390,1,0,0,0,0,0,1,0
104142,1,0,0,0,0,0,1,6
105182,1,0,0,0,0,0,1,3
115601,1,0,0,0,0,0,1,2
107268,1,0,0,0,0,0,1,0
113515,1,0,0,0,0,0,1,0
110390,1,0,0,0,0,0,1,0
95810,1,0,0,0,0,0,1,3
96854,1,0,0,0,0,0,1,5
97895,1,0,0,0,0,0,1,2
110390,1,0,0,0,0,0,1,3
109350,1,0,0,0,0,0,1,0
105182,1,0,0,0,0,0,1,0
103098,1,0,0,0,0,0,1,0
103098,1,0,0,0,0,0,1,5
103098,1,0,0,0,0,0,1,0
105182,1,0,0,0,0,0,1,5
109350,1,0,0,0,0,0,1,6
110390,1,0,0,0,0,0,1,1
106228,1,0,0,0,0,0,1,2
113515,1,0,0,0,0,0,1,0
108307,1,0,0,0,0,0,1,0
108307,1,0,0,0,0,0,1,5
116642,1,0,0,0,0,0,1,3
111433,1,0,0,0,0,0,1,4
113515,1,0,0,0,0,0,1,3
103098,1,0,0,0,0,0,1,3
103098,1,0,0,0,0,0,1,5
90602,1,0,0,0,0,0,1,0
118722,1,0,0,0,0,0,1,0
108307,1,0,0,0,0,0,1,0
112476,1,0,0,0,0,0,1,2
101020,1,0,0,0,0,0,1,5
91648,1,0,0,0,0,0,1,2
111433,1,0,0,0,0,0,1,2
95810,1,0,0,0,0,0,1,4
121848,1,0,0,0,0,0,1,1
97895,1,0,0,0,0,0,1,4
111433,1,0,0,0,0,0,1,1
105182,1,0,0,0,0,0,1,1
99974,1,0,0,0,0,0,1,4
107268,1,0,0,0,0,0,1,5
103098,1,0,0,0,0,0,1,2
99974,1,0,0,0,0,0,1,2
103098,1,0,0,0,0,0,1,1
111433,1,0,0,0,0,0,1,0
102060,1,0,0,0,0,0,1,2
110390,1,0,0,0,0,0,1,1
113515,1,0,0,0,0,0,1,2
111433,1,0,0,0,0,0,1,4
98934,1,0,0,0,0,0,1,3
101020,1,0,0,0,0,0,1,3
102060,1,0,0,0,0,0,1,2
105182,1,0,0,0,0,0,1,5
101020,1,0,0,0,0,0,1,1
121848,1,0,0,0,0,0,1,0
110390,1,0,0,0,0,0,1,4
116642,1,0,0,0,0,0,1,3
104142,1,0,0,0,0,0,1,6
121848,1,0,0,0,0,0,1,0
114556,1,0,0,0,0,0,1,3
113515,1,0,0,0,0,0,1,3
108307,1,0,0,0,0,0,1,2
107268,1,0,0,0,0,0,1,4
109350,1,0,0,0,0,0,1,4
107268,1,0,0,0,0,0,1,5
114556,1,0,0,0,0,0,1,2
90602,1,0,0,0,0,0,1,5
103098,1,0,0,0,0,0,1,2
126014,1,0,0,0,0,0,1,0
114556,1,0,0,0,0,0,1,6
95810,1,0,0,0,0,0,1,2
109350,1,0,0,0,0,0,1,1
113515,1,0,0,0,0,0,1,3
112476,1,0,0,0,0,0,1,0
120805,1,0,0,0,0,0,1,0
106228,1,0,0,0,0,0,1,2
104142,1,0,0,0,0,0,1,0
106228,1,0,0,0,0,0,1,1
112476,1,0,0,0,0,0,1,1
97895,1,0,0,0,0,0,1,5
90602,1,0,0,0,0,0,1,2
99974,1,0,0,0,0,0,1,0
10685225,1,1,1,1,1,1,6,3
11655703,1,1,1,1,1,1,6,0
11264850,1,1,1,1,1,1,6,0
9261311,0,0,1,1,1,1,4,1
8571772,1,0,1,1,1,1,5,5
9869012,1,1,1,1,1,1,6,6
11842885,1,1,1,1,1,1,6,0
10138378,1,1,1,1,1,1,6,4
7368662,0,0,1,1,1,1,4,6
9042708,0,0,1,1,1,1,4,1
8740770,1,0,1,1,1,1,5,2
11147461,1,1,1,1,1,1,6,2
9028136,1,0,1,1,1,1,5,2
11133485,1,1,1,1,1,1,6,5
8603752,1,0,1,1,1,1,5,3
8710586,0,0,1,1,1,1,4,3
10365747,1,1,1,1,1,1,6,6
9997062,1,1,1,1,1,1,6,6
10526165,1,1,1,1,1,1,6,5
8999003,1,0,1,1,1,1,5,1
718391,0,0,0,1,0,1,2,3
775776,0,0,0,1,0,1,2,4
751187,0,0,0,1,0,1,2,0
752906,0,0,0,1,0,1,2,2
795627,0,0,0,1,0,1,2,0
884087,0,0,0,1,0,1,2,2
768293,0,0,0,1,0,1,2,0
783409,0,0,0,1,0,1,2,0
756800,0,0,0,1,0,1,2,6
718241,0,0,0,1,0,1,2,4
806127,0,0,0,1,0,1,2,4
785700,0,0,0,1,0,1,2,5
763977,0,0,0,1,0,1,2,0
811738,0,0,0,1,0,1,2,5
695219,0,0,0,1,0,1,2,4
738094,0,0,0,1,0,1,2,2
760961,0,0,0,1,0,1,2,2
664867,0,0,0,1,0,1,2,3
763977,0,0,0,1,0,1,2,2
766573,0,0,0,1,0,1,2,2
842090,0,0,0,1,0,1,2,4
775203,0,0,0,1,0,1,2,3
845258,0,0,0,1,0,1,2,1
736642,0,0,0,1,0,1,2,0
791886,0,0,0,1,0,1,2,4
713202,0,0,0,1,0,1,2,0
740384,0,0,0,1,0,1,2,0
830142,0,0,0,1,0,1,2,2
876604,0,0,0,1,0,1,2,2
719959,0,0,0,1,0,1,2,1
726869,0,0,0,1,0,1,2,5
692203,0,0,0,1,0,1,2,6
786425,0,0,0,1,0,1,2,3
698388,0,0,0,1,0,1,2,3
809144,0,0,0,1,0,1,2,0
705297,0,0,0,1,0,1,2,0
765697,0,0,0,1,0,1,2,4
715222,0,0,0,1,0,1,2,0
748019,0,0,0,1,0,1,2,6
827125,0,0,0,1,0,1,2,3
777646,0,0,0,1,0,1,2,0
745996,0,0,0,1,0,1,2,0
772758,0,0,0,1,0,1,2,1
694646,0,0,0,1,0,1,2,0
776347,0,0,0,1,0,1,2,6
750310,0,0,0,1,0,1,2,4
866678,0,0,0,1,0,1,2,5
684873,0,0,0,1,0,1,2,5
721408,0,0,0,1,0,1,2,0
777646,0,0,0,1,0,1,2,2
719233,0,0,0,1,0,1,2,1
773483,0,0,0,1,0,1,2,0
827850,0,0,0,1,0,1,2,6
799942,0,0,0,1,0,1,2,2
796049,0,0,0,1,0,1,2,1
766000,0,0,0,1,0,1,2,0
820940,0,0,0,1,0,1,2,0
749889,0,0,0,1,0,1,2,1
795627,0,0,0,1,0,1,2,0
687889,0,0,0,1,0,1,2,0
875458,0,0,0,1,0,1,2,1
832737,0,0,0,1,0,1,2,3
770886,0,0,0,1,0,1,2,3
781960,0,0,0,1,0,1,2,2
757944,0,0,0,1,0,1,2,4
809144,0,0,0,1,0,1,2,5
801239,0,0,0,1,0,1,2,6
775203,0,0,0,1,0,1,2,5
758366,0,0,0,1,0,1,2,2
819792,0,0,0,1,0,1,2,2
794330,0,0,0,1,0,1,2,2
867555,0,0,0,1,0,1,2,1
795779,0,0,0,1,0,1,2,2
822962,0,0,0,1,0,1,2,4
785128,0,0,0,1,0,1,2,3
785128,0,0,0,1,0,1,2,0
815328,0,0,0,1,0,1,2,5
787992,0,0,0,1,0,1,2,0
678535,0,0,0,1,0,1,2,2
733053,0,0,0,1,0,1,2,2
842663,0,0,0,1,0,1,2,3
792037,0,0,0,1,0,1,2,2
876604,0,0,0,1,0,1,2,2
784555,0,0,0,1,0,1,2,2
767146,0,0,0,1,0,1,2,3
769017,0,0,0,1,0,1,2,6
782532,0,0,0,1,0,1,2,0
785700,0,0,0,1,0,1,2,5
738513,0,0,0,1,0,1,2,2
815479,0,0,0,1,0,1,2,0
794481,0,0,0,1,0,1,2,1
757371,0,0,0,1,0,1,2,2
760961,0,0,0,1,0,1,2,2
757640,0,0,0,1,0,1,2,5
775776,0,0,0,1,0,1,2,0
801661,0,0,0,1,0,1,2,1
801661,0,0,0,1,0,1,2,5
784555,0,0,0,1,0,1,2,3
721560,0,0,0,1,0,1,2,3
804255,0,0,0,1,0,1,2,3
863088,0,0,0,1,0,1,2,0
813608,0,0,0,1,0,1,2,5
809144,0,0,0,1,0,1,2,3
780662,0,0,0,1,0,1,2,0
717094,0,0,0,1,0,1,2,0
766422,0,0,0,1,0,1,2,0
766573,0,0,0,1,0,1,2,0
768444,0,0,0,1,0,1,2,2
806700,0,0,0,1,0,1,2,3
792459,0,0,0,1,0,1,2,2
854459,0,0,0,1,0,1,2,0
796924,0,0,0,1,0,1,2,3
820940,0,0,0,1,0,1,2,2
804255,0,0,0,1,0,1,2,2
898479,0,0,0,1,0,1,2,0
791886,0,0,0,1,0,1,2,0
743553,0,0,0,1,0,1,2,0
744698,0,0,0,1,0,1,2,4
688040,0,0,0,1,0,1,2,0
729884,0,0,0,1,0,1,2,2
803683,0,0,0,1,0,1,2,6
745844,0,0,0,1,0,1,2,1
799790,0,0,0,1,0,1,2,0
792459,0,0,0,1,0,1,2,3
824109,0,0,0,1,0,1,2,5
783257,0,0,0,1,0,1,2,6
806851,0,0,0,1,0,1,2,6
744278,0,0,0,1,0,1,2,1
816052,0,0,0,1,0,1,2,6
786999,0,0,0,1,0,1,2,1
758366,0,0,0,1,0,1,2,4
732482,0,0,0,1,0,1,2,0
824833,0,0,0,1,0,1,2,6
816626,0,0,0,1,0,1,2,0
802958,0,0,0,1,0,1,2,6
678687,0,0,0,1,0,1,2,5
757221,0,0,0,1,0,1,2,3
783257,0,0,0,1,0,1,2,1
791312,0,0,0,1,0,1,2,0
733778,0,0,0,1,0,1,2,2
751607,0,0,0,1,0,1,2,2
736946,0,0,0,1,0,1,2,6
838196,0,0,0,1,0,1,2,4
737520,0,0,0,1,0,1,2,0
809716,0,0,0,1,0,1,2,1
821663,0,0,0,1,0,1,2,3
778792,0,0,0,1,0,1,2,5
827698,0,0,0,1,0,1,2,3
764702,0,0,0,1,0,1,2,1
759664,0,0,0,1,0,1,2,0
744125,0,0,0,1,0,1,2,0
782379,0,0,0,1,0,1,2,0
803683,0,0,0,1,0,1,2,6
782532,0,0,0,1,0,1,2,0
790588,0,0,0,1,0,1,2,4
840370,0,0,0,1,0,1,2,2
786999,0,0,0,1,0,1,2,3
804407,0,0,0,1,0,1,2,1
715797,0,0,0,1,0,1,2,2
731755,0,0,0,1,0,1,2,4
