annual_cost,services
4658050,0,0,1,0,0,0
5759959,0,0,1,0,0,0
5209014,0,0,1,0,0,0
5359271,0,0,1,0,0,0
176419,0,0,0,0,0,1
180171,0,0,0,0,0,1
195185,0,0,0,0,0,1
189555,0,0,0,0,0,1
176419,0,0,0,0,0,1
198939,0,0,0,0,0,1
178295,0,0,0,0,0,1
172665,0,0,0,0,0,1
198939,0,0,0,0,0,1
117896,1,0,0,0,0,0
112859,1,0,0,0,0,0
108828,1,0,0,0,0,0
123942,1,0,0,0,0,0
111852,1,0,0,0,0,0
107819,1,0,0,0,0,0
103789,1,0,0,0,0,0
103789,1,0,0,0,0,0
106810,1,0,0,0,0,0
102783,1,0,0,0,0,0
120921,1,0,0,0,0,0
104795,1,0,0,0,0,0
93712,1,0,0,0,0,0
112859,1,0,0,0,0,0
98750,1,0,0,0,0,0
122936,1,0,0,0,0,0
111852,1,0,0,0,0,0
112859,1,0,0,0,0,0
99755,1,0,0,0,0,0
102783,1,0,0,0,0,0
105804,1,0,0,0,0,0
103789,1,0,0,0,0,0
110841,1,0,0,0,0,0
108828,1,0,0,0,0,0
114872,1,0,0,0,0,0
118904,1,0,0,0,0,0
116887,1,0,0,0,0,0
109834,1,0,0,0,0,0
114872,1,0,0,0,0,0
108828,1,0,0,0,0,0
10746861,1,1,1,1,1,1
9930868,1,1,1,1,1,1
10206085,1,1,1,1,1,1
10886833,1,1,1,1,1,1
9268667,1,0,1,1,1,1
8827752,1,0,1,1,1,1
815022,0,0,0,1,0,1
778481,0,0,0,1,0,1
807736,0,0,0,1,0,1
865801,0,0,0,1,0,1
824957,0,0,0,1,0,1
821425,0,0,0,1,0,1
935126,0,0,0,1,0,1
771526,0,0,0,1,0,1
745919,0,0,0,1,0,1
764241,0,0,0,1,0,1
822750,0,0,0,1,0,1
713684,0,0,0,1,0,1
791068,0,0,0,1,0,1
728476,0,0,0,1,0,1
876511,0,0,0,1,0,1
752650,0,0,0,1,0,1
811819,0,0,0,1,0,1
647338,0,0,0,1,0,1
677472,0,0,0,1,0,1
728253,0,0,0,1,0,1
770644,0,0,0,1,0,1
904217,0,0,0,1,0,1
674716,0,0,0,1,0,1
764463,0,0,0,1,0,1
710153,0,0,0,1,0,1
752650,0,0,0,1,0,1
815022,0,0,0,1,0,1
873531,0,0,0,1,0,1
788194,0,0,0,1,0,1
746247,0,0,0,1,0,1
842621,0,0,0,1,0,1
916030,0,0,0,1,0,1
811489,0,0,0,1,0,1
634200,0,0,0,1,0,1
709708,0,0,0,1,0,1
806633,0,0,0,1,0,1
777930,0,0,0,1,0,1
838422,0,0,0,1,0,1
677696,0,0,0,1,0,1
809392,0,0,0,1,0,1
834340,0,0,0,1,0,1
795924,0,0,0,1,0,1
685532,0,0,0,1,0,1
824406,0,0,0,1,0,1
864147,0,0,0,1,0,1
797801,0,0,0,1,0,1
789520,0,0,0,1,0,1
765566,0,0,0,1,0,1
755080,0,0,0,1,0,1
823080,0,0,0,1,0,1
771971,0,0,0,1,0,1
733332,0,0,0,1,0,1
763139,0,0,0,1,0,1
766670,0,0,0,1,0,1
857414,0,0,0,1,0,1
869777,0,0,0,1,0,1
889977,0,0,0,1,0,1
817120,0,0,0,1,0,1
711034,0,0,0,1,0,1
886998,0,0,0,1,0,1
824406,0,0,0,1,0,1
810939,0,0,0,1,0,1
725050,0,0,0,1,0,1
780910,0,0,0,1,0,1
618083,0,0,0,1,0,1
706728,0,0,0,1,0,1
792944,0,0,0,1,0,1
762587,0,0,0,1,0,1
834340,0,0,0,1,0,1
795043,0,0,0,1,0,1
812593,0,0,0,1,0,1
846153,0,0,0,1,0,1
694364,0,0,0,1,0,1
705625,0,0,0,1,0,1
778152,0,0,0,1,0,1
796698,0,0,0,1,0,1
782680,0,0,0,1,0,1
850129,0,0,0,1,0,1
732230,0,0,0,1,0,1
851889,0,0,0,1,0,1
858847,0,0,0,1,0,1
793495,0,0,0,1,0,1
817449,0,0,0,1,0,1
790845,0,0,0,1,0,1
801777,0,0,0,1,0,1
853766,0,0,0,1,0,1
699665,0,0,0,1,0,1
831468,0,0,0,1,0,1
831140,0,0,0,1,0,1
799678,0,0,0,1,0,1
894281,0,0,0,1,0,1
820429,0,0,0,1,0,1
865250,0,0,0,1,0,1
656499,0,0,0,1,0,1
