ann,ser1,ser2,ser3,ser4,ser5,ser6,num_ser,zip
5355253,0,0,1,0,0,0,1,0
5355253,0,0,1,0,0,0,1,1
5004908,0,0,1,0,0,0,1,4
5004908,0,0,1,0,0,0,1,0
4404313,0,0,1,0,0,0,1,1
5705588,0,0,1,0,0,0,1,1
4804711,0,0,1,0,0,0,1,4
5205108,0,0,1,0,0,0,1,1
5405309,0,0,1,0,0,0,1,0
151904,0,0,0,0,0,1,1,2
176286,0,0,0,0,0,1,1,0
170658,0,0,0,0,0,1,1,0
170658,0,0,0,0,0,1,1,3
196914,0,0,0,0,0,1,1,0
196914,0,0,0,0,0,1,1,3
170658,0,0,0,0,0,1,1,4
208166,0,0,0,0,0,1,1,1
172534,0,0,0,0,0,1,1,4
181911,0,0,0,0,0,1,1,0
174409,0,0,0,0,0,1,1,1
183785,0,0,0,0,0,1,1,1
183785,0,0,0,0,0,1,1,0
166908,0,0,0,0,0,1,1,2
183785,0,0,0,0,0,1,1,1
181911,0,0,0,0,0,1,1,4
168783,0,0,0,0,0,1,1,3
165032,0,0,0,0,0,1,1,1
196914,0,0,0,0,0,1,1,4
106123,1,0,0,0,0,0,1,4
102972,1,0,0,0,0,0,1,4
100867,1,0,0,0,0,0,1,4
95618,1,0,0,0,0,0,1,0
120833,1,0,0,0,0,0,1,0
115580,1,0,0,0,0,0,1,0
106123,1,0,0,0,0,0,1,4
97719,1,0,0,0,0,0,1,0
110328,1,0,0,0,0,0,1,1
108227,1,0,0,0,0,0,1,4
108227,1,0,0,0,0,0,1,0
97719,1,0,0,0,0,0,1,4
115580,1,0,0,0,0,0,1,0
112429,1,0,0,0,0,0,1,0
119783,1,0,0,0,0,0,1,4
94564,1,0,0,0,0,0,1,1
104020,1,0,0,0,0,0,1,0
98770,1,0,0,0,0,0,1,3
111377,1,0,0,0,0,0,1,1
115580,1,0,0,0,0,0,1,2
109275,1,0,0,0,0,0,1,4
98770,1,0,0,0,0,0,1,3
126091,1,0,0,0,0,0,1,4
113482,1,0,0,0,0,0,1,0
112429,1,0,0,0,0,0,1,3
90362,1,0,0,0,0,0,1,0
94564,1,0,0,0,0,0,1,0
105073,1,0,0,0,0,0,1,2
113482,1,0,0,0,0,0,1,1
107178,1,0,0,0,0,0,1,1
97719,1,0,0,0,0,0,1,1
114530,1,0,0,0,0,0,1,0
109275,1,0,0,0,0,0,1,1
105073,1,0,0,0,0,0,1,3
100867,1,0,0,0,0,0,1,1
100867,1,0,0,0,0,0,1,1
117685,1,0,0,0,0,0,1,0
110328,1,0,0,0,0,0,1,4
119783,1,0,0,0,0,0,1,1
108227,1,0,0,0,0,0,1,1
107178,1,0,0,0,0,0,1,0
111377,1,0,0,0,0,0,1,1
109275,1,0,0,0,0,0,1,3
116635,1,0,0,0,0,0,1,0
120833,1,0,0,0,0,0,1,0
112429,1,0,0,0,0,0,1,0
107178,1,0,0,0,0,0,1,4
104020,1,0,0,0,0,0,1,3
119783,1,0,0,0,0,0,1,1
116635,1,0,0,0,0,0,1,1
114530,1,0,0,0,0,0,1,0
112429,1,0,0,0,0,0,1,4
115580,1,0,0,0,0,0,1,1
115580,1,0,0,0,0,0,1,0
117685,1,0,0,0,0,0,1,0
115580,1,0,0,0,0,0,1,0
121885,1,0,0,0,0,0,1,4
118734,1,0,0,0,0,0,1,0
108227,1,0,0,0,0,0,1,1
102972,1,0,0,0,0,0,1,0
13004602,1,1,1,1,1,1,6,1
11500879,1,1,1,1,1,1,6,0
12225183,1,1,1,1,1,1,6,4
8168808,1,0,1,1,1,1,5,2
12821350,1,1,1,1,1,1,6,2
9296292,1,0,1,1,1,1,5,1
8047421,1,0,1,1,1,1,5,1
9323462,1,0,1,1,1,1,5,4
8756407,0,0,1,1,1,1,4,0
9066540,1,0,1,1,1,1,5,0
8481488,0,0,1,1,1,1,4,2
798573,0,0,0,1,0,1,2,0
774903,0,0,0,1,0,1,2,0
714678,0,0,0,1,0,1,2,3
741394,0,0,0,1,0,1,2,0
765190,0,0,0,1,0,1,2,3
752061,0,0,0,1,0,1,2,3
