prf,pop,age,zipx,zipy,tob
1,53307,0,0,0,0
2,19560,1,0,0,0
3,50464,2,0,0,0
4,24404,3,0,0,0
5,24533,4,0,0,0
6,1465,1,0,0,1
7,8425,2,0,0,1
8,4268,3,0,0,1
9,4286,4,0,0,1
10,23898,0,19,-65,0
11,8483,1,19,-65,0
12,22245,2,19,-65,0
13,10760,3,19,-65,0
14,10571,4,19,-65,0
15,643,1,19,-65,1
16,3649,2,19,-65,1
17,1899,3,19,-65,1
18,1845,4,19,-65,1
19,32377,0,93,-72,0
20,12007,1,93,-72,0
21,30974,2,93,-72,0
22,14955,3,93,-72,0
23,14886,4,93,-72,0
24,861,1,93,-72,1
25,5112,2,93,-72,1
26,2615,3,93,-72,1
27,2572,4,93,-72,1
28,23928,0,68,-2,0
29,8837,1,68,-2,0
30,22760,2,68,-2,0
31,10930,3,68,-2,0
32,10831,4,68,-2,0
33,643,1,68,-2,1
34,3811,2,68,-2,1
35,1883,3,68,-2,1
36,1895,4,68,-2,1
37,13854,0,48,47,0
38,5019,1,48,47,0
39,13154,2,48,47,0
40,6386,3,48,47,0
41,6291,4,48,47,0
42,400,1,48,47,1
43,2192,2,48,47,1
44,1160,3,48,47,1
45,1148,4,48,47,1
46,20604,0,-88,59,0
47,7535,1,-88,59,0
48,19787,2,-88,59,0
49,9444,3,-88,59,0
50,9495,4,-88,59,0
51,554,1,-88,59,1
52,3135,2,-88,59,1
53,1658,3,-88,59,1
54,1602,4,-88,59,1
