ann,ser1,ser2,ser3,ser4,ser5,ser6,num_ser,zip
4813371,0,0,1,0,0,0,1,5
5214490,0,0,1,0,0,0,1,3
5264628,0,0,1,0,0,0,1,0
4061275,0,0,1,0,0,0,1,0
5715872,0,0,1,0,0,0,1,2
5214490,0,0,1,0,0,0,1,0
4311978,0,0,1,0,0,0,1,3
4462398,0,0,1,0,0,0,1,3
4562672,0,0,1,0,0,0,1,3
5164353,0,0,1,0,0,0,1,2
6167132,0,0,1,0,0,0,1,0
5364905,0,0,1,0,0,0,1,1
5565457,0,0,1,0,0,0,1,0
164755,0,0,0,0,0,1,1,0
149777,0,0,0,0,0,1,1,0
187222,0,0,0,0,0,1,1,2
153522,0,0,0,0,0,1,1,0
175990,0,0,0,0,0,1,1,2
174117,0,0,0,0,0,1,1,0
170371,0,0,0,0,0,1,1,5
177861,0,0,0,0,0,1,1,3
183477,0,0,0,0,0,1,1,1
190966,0,0,0,0,0,1,1,2
164755,0,0,0,0,0,1,1,0
192838,0,0,0,0,0,1,1,1
196583,0,0,0,0,0,1,1,0
192838,0,0,0,0,0,1,1,3
170371,0,0,0,0,0,1,1,3
200328,0,0,0,0,0,1,1,0
164755,0,0,0,0,0,1,1,3
177861,0,0,0,0,0,1,1,2
190966,0,0,0,0,0,1,1,0
166628,0,0,0,0,0,1,1,4
168500,0,0,0,0,0,1,1,0
181606,0,0,0,0,0,1,1,0
196583,0,0,0,0,0,1,1,3
211561,0,0,0,0,0,1,1,0
174117,0,0,0,0,0,1,1,0
166628,0,0,0,0,0,1,1,2
181606,0,0,0,0,0,1,1,1
174117,0,0,0,0,0,1,1,4
99296,1,0,0,0,0,0,1,4
105698,1,0,0,0,0,0,1,0
107835,1,0,0,0,0,0,1,2
96090,1,0,0,0,0,0,1,2
116378,1,0,0,0,0,0,1,0
109973,1,0,0,0,0,0,1,2
114243,1,0,0,0,0,0,1,4
101429,1,0,0,0,0,0,1,1
95025,1,0,0,0,0,0,1,2
106768,1,0,0,0,0,0,1,2
113174,1,0,0,0,0,0,1,3
113174,1,0,0,0,0,0,1,1
113174,1,0,0,0,0,0,1,0
114243,1,0,0,0,0,0,1,2
93959,1,0,0,0,0,0,1,2
112107,1,0,0,0,0,0,1,4
104633,1,0,0,0,0,0,1,2
128125,1,0,0,0,0,0,1,3
105698,1,0,0,0,0,0,1,1
93959,1,0,0,0,0,0,1,4
99296,1,0,0,0,0,0,1,2
109973,1,0,0,0,0,0,1,0
102495,1,0,0,0,0,0,1,0
107835,1,0,0,0,0,0,1,5
108907,1,0,0,0,0,0,1,2
107835,1,0,0,0,0,0,1,1
116378,1,0,0,0,0,0,1,0
103567,1,0,0,0,0,0,1,5
112107,1,0,0,0,0,0,1,2
92887,1,0,0,0,0,0,1,5
111038,1,0,0,0,0,0,1,0
106768,1,0,0,0,0,0,1,3
115312,1,0,0,0,0,0,1,0
108907,1,0,0,0,0,0,1,1
102495,1,0,0,0,0,0,1,5
113174,1,0,0,0,0,0,1,1
106768,1,0,0,0,0,0,1,4
109973,1,0,0,0,0,0,1,0
93959,1,0,0,0,0,0,1,0
105698,1,0,0,0,0,0,1,2
102495,1,0,0,0,0,0,1,0
115312,1,0,0,0,0,0,1,0
118516,1,0,0,0,0,0,1,0
113174,1,0,0,0,0,0,1,1
114243,1,0,0,0,0,0,1,2
118516,1,0,0,0,0,0,1,2
118516,1,0,0,0,0,0,1,5
119583,1,0,0,0,0,0,1,5
99296,1,0,0,0,0,0,1,4
109973,1,0,0,0,0,0,1,0
119583,1,0,0,0,0,0,1,2
95025,1,0,0,0,0,0,1,2
120649,1,0,0,0,0,0,1,0
102495,1,0,0,0,0,0,1,2
120649,1,0,0,0,0,0,1,0
123851,1,0,0,0,0,0,1,0
105698,1,0,0,0,0,0,1,3
120649,1,0,0,0,0,0,1,5
112107,1,0,0,0,0,0,1,2
109973,1,0,0,0,0,0,1,1
99296,1,0,0,0,0,0,1,2
